NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,13.06.07,7 Ampek Angkek,,,,,,7,,,Perda No. 1/2009
,13.06.08,8 Baso,,,,,,8,,,
,13.06.09,9 Tilatang Kamang,,,,,,3,,,
,13.06.10,10 Palupuh,,,,,,5,,,
,13.06.11,11 Palembayan,,,,,,9,,,"Perubahan nama dari Pelembayan menjadi Palembayan,Perda No 11
tahun 2016 pasal 2,Surat Sekda Kab Agam No 100/27/PEM-III/2021
tgl 4 maret 2021,surat Gubernur Sumbar No 120/180/pem-2021 tgl 30
maret 2021"
,13.06.12,12 Sungai Pua,,,,,,5,,,
,13.06.13,13 Ampek Nagari,,,,,,4,,,
,13.06.14,14 Candung,,,,,,3,,,
,13.06.15,15 Kamang Magek,,,,,,5,,,
,13.06.16,16 Malalak,,,,,,4,,,Perda No. 7/2006
,13.07,7 KAB. LIMA PULUH KOTA,Sarilamak,,,13,0,79,3.273,389.837,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,13.07.01,1 Suliki,,,,,,6,,,
,13.07.02,2 Guguak,,,,,,5,,,
,13.07.03,3 Payakumbuh,,,,,,7,,,
,13.07.04,4 Luak,,,,,,4,,,
,13.07.05,5 Harau,,,,,,11,,,
,13.07.06,6 Pangkalan Koto Baru,,,,,,6,,,
,13.07.07,7 Kapur IX,,,,,,7,,,
,13.07.08,8 Gunuang Omeh,,,,,,3,,,
,13.07.09,9 Lareh Sago Halaban,,,,,,8,,,
,13.07.10,10 Situjuah Limo Nagari,,,,,,5,,,
,13.07.11,11 Mungka,,,,,,5,,,
,13.07.12,12 Bukik Barisan,,,,,,5,,,
,13.07.13,13 Akabiluru,,,,,,7,,,
,13.08,8 KAB. PASAMAN,Lubuk Sikaping,,,12,0,62,3.902,302.271,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,Sungai Beremas,,,,,,,,,"Menjadi wil Kab. Pasaman Barat, UU No. 38 / 2003"
,,Lembah Melintang,,,,,,,,,"Menjadi wil Kab. Pasaman Barat, UU No. 38 / 2003"
,,Pasaman,,,,,,,,,"Menjadi wil Kab. Pasaman Barat, UU No. 38 / 2003"
,13.08.04,4 Bonjol,,,,,,5,,,
,13.08.05,5 Lubuk Sikaping,,,,,,13,,,
,,Talamau,,,,,,,,,"Menjadi wil Kab. Pasaman Barat, UU No. 38 / 2003"
