NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.04.27,7 Ulugawo,,,,,,14,,,Perda No. 5/2005.
,12.04.28,8 Ma'u,,,,,,11,,,Perda No. 5/2005.
,12.04.29,9 Somolo-molo,,,,,,11,,,Perda No. 5/2005..
,12.04.35,10 Sogae'adu,,,,,,11,,,"Pemekaran sebagian wil Kec. Gido, Perda No. 3/2012"
,12.05,5 KAB. LANGKAT,Stabat,,,23,37,240,6.140,1.084.108,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.05.01,1 Bahorok,,,,,1,18,,,
,12.05.02,2 Salapian,,,,,1,16,,,
,12.05.03,3 Kuala,,,,,2,14,,,
,12.05.04,4 Sei Bingai,,,,,1,15,,,"Perbaikan nama kec sesuai Srt Gub No.120/9881 tgl 2 Okt 2018 hal
pengantar revisi kode dan data wil adm pem"
,12.05.05,5 Binjai,,,,,1,6,,,
,12.05.06,6 Selesai,,,,,1,13,,,
,12.05.07,7 Stabat,,,,,6,6,,,
,12.05.08,8 Wampu,,,,,1,13,,,
,12.05.09,9 Secanggang,,,,,1,16,,,
,12.05.10,10 Hinai,,,,,1,12,,,
,12.05.11,11 Tanjung Pura,,,,,1,18,,,
,12.05.12,12 Padang Tualang,,,,,1,11,,,
,12.05.13,13 Gebang,,,,,1,10,,,
,12.05.14,14 Babalan,,,,,4,4,,,
,12.05.15,15 Pangkalan Susu,,,,,2,9,,,
,12.05.16,16 Besitang,,,,,3,6,,,
,12.05.17,17 Sei Lepan,,,,,5,9,,,
,12.05.18,18 Berandan Barat,,,,,2,5,,,"Perbaikan nama sesuai PP No.35/1992 dan BA No. 2826.a/BP/2017
Rapat Penyusunan dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov
2017"
,12.05.19,19 Batang Serangan,,,,,1,7,,,
,12.05.20,20 Sawit Seberang,,,,,1,6,,,
,12.05.21,21 Sirapit,,,,,,10,,,Perda No. 27/2007
,12.05.22,22 Kutambaru,,,,,,8,,,Perda No. 27/2007
,12.05.23,23 Pematang Jaya,,,,,,8,,,Perda No. 27/2007
,12.06,6 KAB. KARO,Kabanjahe,,,17,10,259,2.207,410.465,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.06.01,1 Kabanjahe,,,,,5,8,,,
,12.06.02,2 Berastagi,,,,,4,6,,,
