Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.09.40182,Pulau Kayome Lima,,"00°25'02.29"" S 121°45'55.45"" T",BP
72.09.40183,Pulau Kayome Satu,,"00°25'14.80"" S 121°45'58.49"" T",BP
72.09.40184,Pulau Kayome Sebelas,,"00°24'57.37"" S 121°46'06.79"" T",BP
72.09.40185,Pulau Kayome Sembilan,,"00°24'59.18"" S 121°46'08.24"" T",BP
72.09.40186,Pulau Kayome Sepuluh,,"00°24'59.07"" S 121°46'06.68"" T",BP
72.09.40187,Pulau Kayome Tiga,,"00°25'08.00"" S 121°45'52.99"" T",BP
72.09.40188,Pulau Kayome Tiga Belas,,"00°24'56.30"" S 121°46'09.70"" T",BP
72.09.40189,Pulau Kayome Tujuh,,"00°25'01.64"" S 121°45'59.88"" T",BP
72.09.40190,Pulau Kayomeriraya Dua,,"00°25'09.30"" S 121°46'10.65"" T",BP
72.09.40191,Pulau Kayomeriraya Empat,,"00°25'10.46"" S 121°46'08.95"" T",BP
72.09.40192,Pulau Kayomeriraya Lima,,"00°25'22.00"" S 121°46'14.00"" T",BP
72.09.40193,Pulau Kayomeriraya Satu,,"00°25'08.81"" S 121°46'10.88"" T",BP
72.09.40194,Pulau Kayomeriraya Tiga,,"00°25'11.15"" S 121°46'10.47"" T",BP
72.09.40195,Pulau Kayu Long,,"00°24'08.97"" S 121°48'45.13"" T",
72.09.40196,Pulau Kem Besar,,"00°28'07.60"" S 121°41'10.58"" T",TBP
72.09.40197,Pulau Kem Kecil,,"00°27'59.92"" S 121°41'31.23"" T",TBP
72.09.40198,Pulau Ketapang Besar,,"00°28'44.61"" S 121°40'49.07"" T",TBP
72.09.40199,Pulau Ketapang Kecil,,"00°28'44.10"" S 121°40'49.45"" T",TBP
72.09.40200,Pulau Kinda,,"00°15'26.56"" S 122°05'42.95"" T",TBP
72.09.40201,Pulau Kodong,,"00°23'05.30"" S 121°51'34.38"" T",
72.09.40202,Pulau Koko,,"00°30'02.99"" S 121°50'38.00"" T",TBP
72.09.40203,Pulau Koko,,"00°20'15.00"" S 121°55'03.00"" T",TBP
72.09.40204,Pulau Kokora Besar,,"00°22'34.91"" S 121°47'18.60"" T",
72.09.40205,Pulau Kokora Kecil,,"00°22'34.82"" S 121°47'18.95"" T",
72.09.40206,Pulau Kokora Satu,,"00°22'35.25"" S 121°47'17.81"" T",
72.09.40207,Pulau Kokumbi,,"00°26'07.00"" S 121°56'21.99"" T",BP
72.09.40208,Pulau Kompakatan,,"00°24'14.31"" S 122°09'15.84"" T",TBP
72.09.40209,Pulau Kopa,,"00°26'30.00"" S 122°04'13.00"" T",TBP
72.09.40210,Pulau Koulu,,"00°26'31.97"" S 122°04'11.24"" T",TBP
72.09.40211,Pulau Kovelan,,"00°28'09.30"" S 121°42'49.14"" T",TBP
72.09.40212,Pulau Kramat Besar,,"00°13'17.00"" S 122°17'03.99"" T",TBP
72.09.40213,Pulau Kramat Dua,,"00°13'21.55"" S 122°17'14.78"" T",TBP
72.09.40214,Pulau Kramat Satu,,"00°13'23.45"" S 122°17'19.47"" T",TBP
72.09.40215,Pulau Kubur,,"00°30'07.97"" S 121°44'36.82"" T",TBP
72.09.40216,Pulau Kubur,,"00°24'55.60"" S 121°49'52.45"" T",TBP
72.09.40217,Pulau Kubur Satu,,"00°26'11.30"" S 122°04'59.89"" T",
72.09.40218,Pulau Kukulan,,"00°25'00.99"" S 121°48'02.00"" T",TBP
72.09.40219,Pulau Kukulan Dua,,"00°24'58.00"" S 121°48'02.99"" T",TBP
72.09.40220,Pulau Kukulan Empat,,"00°25'12.93"" S 121°48'01.86"" T",TBP
72.09.40221,Pulau Kukulan Enam,,"00°25'21.11"" S 121°47'58.23"" T",TBP
