K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.07.15.2019,,,,,,19 Dayah Teungku,,"Perbaikan nama desa semula Dayah Tungku menjadi Dayah Teungku,
sesuai:
Qanun No. 11 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.07.15.2020,,,,,,20 Jurong Raya,,
11.07.15.2021,,,,,,21 Balee Rastong,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.15.2022,,,,,,22 Lueng Mesjid,,
11.07.15.2023,,,,,,23 Teungoh Baroh,,
11.07.15.2024,,,,,,24 Mee Hagu,,
11.07.15.2025,,,,,,25 Dayah Sukon,,
11.07.15.2026,,,,,,26 Blang Raya,,
11.07.15.2027,,,,,,27 Balee Pineung,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.15.2028,,,,,,28 Menjee Mesjid,,"Perbaikan nama Meunjee Mesjid menjadi Menjee Mesjid,Srt Ditjen BPD
No. 145/1820/SET tgl 15 Nov 2018,surat Bupati Pidie No 140/2364 tgl
13 April 2021,Surat Sesditjen Bina Pemerintahan Desa No
145/2430/BPD tgl 24 Mei 2021"
11.07.15.2029,,,,,,29 Mee Tanoh,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.15.2030,,,,,,30 Sialet-Alet,,
11.07.15.2031,,,,,,31 Bluek Arab,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.15.2032,,,,,,32 Puuk,,
11.07.15.2033,,,,,,33 Dayah Muara,,
11.07.15.2034,,,,,,34 Sawiet,,
11.07.15.2035,,,,,,35 Ulee Tutue,,
11.07.15.2036,,,,,,36 Jim,,
11.07.15.2037,,,,,,37 Keutapang,,
11.07.15.2038,,,,,,38 Meuleuweuk,,
11.07.15.2039,,,,,,39 Jurong,,
11.07.15.2040,,,,,,"40 Raya Krueng
Seumideun",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.15.2041,,,,,,"41 Sukon Krueng
Seumideun",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.15.2042,,,,,,"42 Mee Krueng
Seumideun",,
11.07.15.2043,,,,,,"43 Blang Krueng
Seumideun",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.15.2044,,,,,,44 Keureumbok,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh.
Perbaikan nama desa semula Keurumbok menjadi Keureumbok,
sesuai:
Qanun No. 11 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
