NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.20,20 KAB. MAGETAN,Magetan,,,18,28,207,706,689.898,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.20.01,1 Poncol,,,,,1,7,,,
,35.20.02,2 Parang,,,,,1,12,,,
,35.20.03,3 Lembeyan,,,,,1,9,,,
,35.20.04,4 Takeran,,,,,1,11,,,
,35.20.05,5 Kawedanan,,,,,3,17,,,
,35.20.06,6 Magetan,,,,,9,5,,,
,35.20.07,7 Plaosan,,,,,2,13,,,
,35.20.08,8 Panekan,,,,,1,16,,,
,35.20.09,9 Sukomoro,,,,,1,13,,,
,35.20.10,10 Bendo,,,,,1,15,,,
,35.20.11,11 Maospati,,,,,3,12,,,
,35.20.12,12 Barat,,,,,2,12,,,
,35.20.13,13 Karangrejo,,,,,2,11,,,
,35.20.14,14 Karas,,,,,,11,,,
,35.20.15,15 Kartoharjo,,,,,,12,,,
,35.20.16,16 Ngariboyo,,,,,,12,,,
,35.20.17,17 Nguntoronadi,,,,,,9,,,Perda No.4/2003
,35.20.18,18 Sidorejo,,,,,,10,,,Perda No. 2/2007
,35.21,21 KAB. NGAWI,Ngawi,,,19,4,213,1.396,897.478,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.21.01,1 Sine,,,,,,15,,,
,35.21.02,2 Ngrambe,,,,,,14,,,
,35.21.03,3 Jogorogo,,,,,,12,,,
,35.21.04,4 Kendal,,,,,,10,,,
,35.21.05,5 Geneng,,,,,,13,,,
,35.21.06,6 Kwadungan,,,,,,14,,,
,35.21.07,7 Karangjati,,,,,,17,,,
,35.21.08,8 Padas,,,,,,12,,,
,35.21.09,9 Ngawi,,,,,4,12,,,
,35.21.10,10 Paron,,,,,,14,,,
,35.21.11,11 Kedunggalar,,,,,,12,,,
,35.21.12,12 Widodaren,,,,,,12,,,
,35.21.13,13 Mantingan,,,,,,7,,,
