K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53.03.07.2003,,,,,,3 Sifaniha,,
53.03.07.2004,,,,,,4 Maukabatan,,
53.03.07.2005,,,,,,5 Kotafoun,,
53.03.07.2006,,,,,,6 Tuamese,,
53.03.07.2007,,,,,,7 Ponu,,"Perubahan status dari kelurahan menjadi desa; Perda Kab. Timor
Tengah Utara No. 5 Tahun 2022 tentang Perubahan 22 (Dua Puluh
Dua) Kelurahan Menjadi Desa"
53.03.07.2008,,,,,,8 Oemanu,,
53.03.07.2009,,,,,,9 Nifutasi,,
53.03.08,,,,8Insana,1,16,,
,,,,,,Subun,,"Menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
,,,,,,Usapinonot,,"Menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
,,,,,,Lapeom,,"Menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
,,,,,,Letneo,,"Menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
53.03.08.2005,,,,,,1 Nansean,,
53.03.08.2006,,,,,,2 Susulaku,,
53.03.08.2007,,,,,,3 Loeram,,
53.03.08.2008,,,,,,4 Manunain B,,
,,,,,,Lanaus,,"Menjadi wil. Kec. Insana Tengah, Perda No. 8/2007"
53.03.08.2010,,,,,,5 Tapenpah,,
53.03.08.2011,,,,,,6 Sekon,,
,,,,,,Letmafo,,"Menjadi wil. Kec. Insana Tengah, Perda No. 8/2007"
,,,,,,Bannae,,"Menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
,,,,,,Tainsala,,"Menjadi wil. Kec. Insana Tengah, Perda No. 8/2007"
53.03.08.2015,,,,,,7 Ainiut,,"Perubahan status dari kelurahan menjadi desa; Perda Kab. Timor
Tengah Utara No. 5 Tahun 2022 tentang Perubahan 22 (Dua Puluh
Dua) Kelurahan Menjadi Desa"
53.03.08.2016,,,,,,8 Nunmafo,,"Perubahan status dari kelurahan menjadi desa; Perda Kab. Timor
Tengah Utara No. 5 Tahun 2022 tentang Perubahan 22 (Dua Puluh
Dua) Kelurahan Menjadi Desa"
53.03.08.2017,,,,,,9 Oenbit,,Perubahan status menjadi desa Perda No. 18/2008
53.03.08.2018,,,,,,10 Manunain A,,"Perubahan status dari kelurahan menjadi desa; Perda Kab. Timor
Tengah Utara No. 5 Tahun 2022 tentang Perubahan 22 (Dua Puluh
Dua) Kelurahan Menjadi Desa"
,,,,,Maubesi,,,"Menjadi wil. Kec. Insana Tengah, Perda No. 8/2007"
,,,,,Atmen,,,"Menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
,,,,,,Sone,,"Perda No. 5/2006, menjadi wil. Kec. Insana Tengah, Perda No. 8/2007"
53.03.08.2022,,,,,,11 Susulaku B,,Perda No. 5/2006
,,,,,,Atmen,,"Perda No. 5/2006, menjadi wil. Kec. Insana Barat, Perda No. 8/2007"
53.03.08.2024,,,,,,12 Fatoin,,"Perda No. 8/2007; Perubahan status dari kelurahan menjadi desa;
Perda Kab. Timor Tengah Utara No. 5 Tahun 2022 tentang Perubahan
22 (Dua Puluh Dua) Kelurahan Menjadi Desa"
53.03.08.2025,,,,,,13 Keun,,Perda No. 8/2008
