K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Karya Mukti,,
,,,,,,Ogoamas I,,"Menjadi wil. Kec. Sojol Utara, Perda No. 10/2007"
,,,,,,Ogoamas II,,"Menjadi wil. Kec. Sojol Utara, Perda No. 10/2007"
72.03.14.2011,,,,,,6 Samalili,,
72.03.14.2012,,,,,,7 Bukit Harapan,,
72.03.14.2013,,,,,,8 Pangalasiang,,
72.03.14.2014,,,,,,9 Balukang II,,Perda No. 18/2007
,,,,Dolo Selatan,,,,"Perda No. 8/2004, Menjadi wil. Kab. Sigi, UU No. 27/2008"
,,,,,,Bangga,,Semula wil. Kec. Dolo
,,,,,,Walatana,,Semula wil. Kec. Dolo
,,,,,,Bulubete,,Semula wil. Kec. Dolo
,,,,,,Baluase,,Semula wil. Kec. Dolo
,,,,,,Rogo,,Semula wil. Kec. Dolo
,,,,,,Pulu,,Semula wil. Kec. Dolo
,,,,,,Balongga,,Semula wil. Kec. Dolo
,,,,,,Sambo,,Semula wil. Kec. Dolo
,,,,,,Wisolo,,Semula wil. Kec. Dolo
,,,,,,Jono,,Semula wil. Kec. Dolo
,,,,,,Poi,,Perda No. 31/2007
,,,,Tanambulava,,,,"Perda No. 13/2005, Menjadi wil. Kab. Sigi, UU No. 27/2008"
,,,,,,Lambara,,Semula wil. Kec. Sigi Boromaru
,,,,,,Sibalaya Selatan,,Semula wil. Kec. Sigi Boromaru
,,,,,,Sibalaya Utara,,Semula wil. Kec. Sigi Boromaru
,,,,,,Sibowi,,Semula wil. Kec. Sigi Boromaru
,,,,Gumbasa,,,,"Perda No. 12/2005, Menjadi wil. Kab. Sigi, UU No. 27/2008"
,,,,,,Tuwa,,Semula wil. Kec. Sigi Boromaru
,,,,,,OMU,,Semula wil. Kec. Sigi Boromaru
,,,,,,Simoro,,Semula wil. Kec. Sigi Boromaru
,,,,,,Pakuli,,Semula wil. Kec. Sigi Boromaru
,,,,,,Pandere,,Semula wil. Kec. Sigi Boromaru
,,,,,,Kalawara,,Semula wil. Kec. Sigi Boromaru
72.03.18,,,,9Banawa Selatan,-,19,,Perda No. 3/2004 diubah dengan Perda No. 1/2008
72.03.18.2001,,,,,,1 Mbuwu,,Semula wil. Kec. Banawa
72.03.18.2002,,,,,,2 Salumpaku,,Semula wil. Kec. Banawa
72.03.18.2003,,,,,,3 Watatu,,Semula wil. Kec. Banawa
72.03.18.2004,,,,,,4 Surumana,,Semula wil. Kec. Banawa
72.03.18.2005,,,,,,5 Lalombi,,Semula wil. Kec. Banawa
72.03.18.2006,,,,,,6 Tanamea,,Semula wil. Kec. Banawa
72.03.18.2007,,,,,,7 Bambarimi,,Semula wil. Kec. Banawa
72.03.18.2008,,,,,,8 Salungkaenu,,Semula wil. Kec. Banawa
