K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.08,KAB. WAY KANAN,,,15,6,221,"3.522,114","Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
18.08.01,,,,1Blambangan Umpu,1,12,,
,,,,,,Rambang Jaya,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
,,,,,,Gistang,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
,,,,,,Sidoarjo,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
,,,,,,Bumi Ratu,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
18.08.01.1005,,,,,1Blambangan Umpu,,,
18.08.01.2006,,,,,,1 Lembasung,,
,,,,,,Negeri Baru,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
,,,,,,Negeri Batin,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
18.08.01.2009,,,,,,2 Gunung Sangkaran,,
18.08.01.2010,,,,,,3 Tanjung Raja Giham,,
18.08.01.2011,,,,,,4 Segara Mider,,
18.08.01.2012,,,,,,5 Umpu Bhakti,,
18.08.01.2013,,,,,,6 Sangkaran Bhakti,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.08.01.2014,,,,,,7 Bumi Baru,,
18.08.01.2015,,,,,,8 Tanjung Sari,,
18.08.01.2016,,,,,,9 Sri Rejeki,,
18.08.01.2017,,,,,,10 Karang Umpu,,
18.08.01.2018,,,,,,11 Umpu Kencana,,
,,,,,,Sriwijaya,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
,,,,,,Brata Yudha,,"Koreksi nama ND Rekom No 140/4495/BPD tanggal 29 Juni 2016
Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020"
,,,,,,Gedung Batin,,Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020
18.08.01.2022,,,,,,12 Tanjung Raja Sakti,,Perda No. 14/2006
,,,,,,Negeri Bumi Putera,,"Perda No. 14/2006
Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020"
,,,,,,Panca Negeri,,"Perda No. 14/2006
Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020"
,,,,,,Gedung Riang,,"Pemekaran sebagian Desa Gedung Batin sesuai Perda No. 3/2012
Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020"
,,,,,,Ojo Lali,,"Pemekaran sebagian wil. Desa Gistang Perda No. 9/2013
Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016
Menjadi wil Kec. Umpu Semenguk sesuai Perda No. 1/2020"
18.08.02,,,,2Kasui,1,18,,
18.08.02.2001,,,,,,1 Datar Bancong,,
18.08.02.2002,,,,,,2 Kedaton,,
18.08.02.2003,,,,,,3 Karang Lantang,,
,,,,,,,,
