Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.04.40616,Pulau Tukil,,"00°24'53.90"" U 104°15'53.91"" T",TBP
21.04.40617,Pulau Tukunglina,,"01°10'09.87"" S 105°18'56.57"" T",
21.04.40618,Pulau Tuma,,"00°22'37.63"" S 104°15'52.52"" T",TBP
21.04.40619,Pulau Tumu,,"00°05'19.09"" U 104°37'07.96"" T",TBP
21.04.40620,Pulau Turka,,"00°09'31.78"" U 104°11'29.36"" T",TBP
21.04.40621,Pulau Ujungbeting,,"00°07'31.80"" S 104°44'42.00"" T",BP
21.04.40622,Pulau Ujungbuli,,"00°03'36.03"" U 104°30'58.50"" T",TBP
21.04.40623,Pulau Ujungkayu,,"00°05'24.75"" U 104°32'44.80"" T",BP
21.04.40624,Pulau Ujungkebat,,"00°23'22.99"" U 104°17'53.44"" T",TBP
21.04.40625,Pulau Ukol,,"00°39'45.72"" S 104°13'40.69"" T",TBP
21.04.40626,Pulau Ulu,,"00°21'13.84"" S 104°24'51.92"" T",TBP
21.04.40627,Pulau Unggal,,"00°16'28.77"" U 104°25'16.71"" T",TBP
21.04.40628,Pulau Utantinggi,,"00°10'25.91"" U 104°28'01.24"" T",TBP
21.04.40629,Pulau Seraya Kecil,,"00°12'06.94"" U 104°20'32.51"" T",
21.04.40630,Pulau Tengah Tebing,,"00°08'32.38"" U 104°22'50.89"" T",
21.05,KAB. KEPULAUAN ANAMBAS,239,,
21.05.40001,Batu Akar,,"03°01'10.69"" U 106°24'04.76"" T",TBP
21.05.40002,Pulau Airasuk,,"03°15'23.00"" U 106°18'04.00"" T",TBP
21.05.40003,Pulau Akar,,"03°01'25.00"" U 106°24'17.00"" T",TBP
21.05.40004,Pulau Anak,,"03°06'41.00"" U 105°41'04.00"" T",TBP
21.05.40005,Pulau Ayam,,"03°00'14.00"" U 105°48'30.00"" T",TBP
21.05.40006,Pulau Bajau,,"03°07'38.00"" U 106°19'00.00"" T",BP
21.05.40007,Pulau Baju,,"03°07'00.25"" U 105°40'08.62"" T",TBP
21.05.40008,Pulau Bate,,"03°02'32.00"" U 106°23'33.00"" T",TBP
21.05.40009,Pulau Batu Laki,,"03°03'03.92"" U 106°22'05.79"" T",
21.05.40010,Pulau Batuabang Barat,,"03°03'15.05"" U 106°19'54.68"" T",TBP
21.05.40011,Pulau Batubelah,,"03°11'46.00"" U 106°17'51.00"" T",BP
21.05.40012,Pulau Batubow,,"02°48'38.32"" U 105°44'12.28"" T",TBP
21.05.40013,Pulau Batugaram,,"03°21'57.00"" U 106°20'04.00"" T",TBP
21.05.40014,Pulau Batugiu,,"03°03'51.56"" U 105°41'16.78"" T",TBP
21.05.40015,Pulau Batugumai,,"03°04'21.32"" U 105°36'52.00"" T",TBP
21.05.40016,Pulau Batuhitam,,"03°05'23.28"" U 106°20'33.30"" T",BP
21.05.40017,Pulau Batukado,,"03°08'42.43"" U 106°24'03.89"" T",TBP
21.05.40018,Pulau Batulaki,,"03°02'03.57"" U 106°22'24.11"" T",TBP
21.05.40019,Pulau Batumamong,,"03°19'43.44"" U 106°02'04.26"" T",TBP
21.05.40020,Pulau Batumencari,,"03°02'58.62"" U 105°44'21.70"" T",TBP
21.05.40021,Pulau Batupunjung Selatan,,"03°07'47.01"" U 106°25'31.04"" T",TBP
21.05.40022,Pulau Batuputih,,"02°42'32.56"" U 106°16'28.69"" T",TBP
21.05.40023,Pulau Batutelokrisan Timur,,"03°10'30.45"" U 106°26'56.11"" T",TBP
21.05.40024,Pulau Batutikus,,"03°04'32.79"" U 106°16'25.33"" T",TBP
