NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
I,11,ACEH,,18,5,290,,6500,56.835,5.379.937,UU. No. 11 Tahun 2006
,11.01,1 KAB. ACEH SELATAN,Tapak Tuan,,,18,0,260,4.175,234.169,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.01.01,1 Bakongan,,,,,,7,,,
,11.01.02,2 Kluet Utara,,,,,,21,,,
,11.01.03,3 Kluet Selatan,,,,,,17,,,
,11.01.04,4 Labuhanhaji,,,,,,16,,,"Perubahan nama Kec Labuhan Haji, sesuai Surat Gub. No. 140/5443 tgl
24 Maret 2020"
,11.01.05,5 Meukek,,,,,,23,,,
,11.01.06,6 Samadua,,,,,,28,,,
,11.01.07,7 Sawang,,,,,,15,,,
,11.01.08,8 Tapaktuan,,,,,,16,,,
,11.01.09,9 Trumon,,,,,,12,,,
,11.01.10,10 Pasi Raja,,,,,,21,,,
,11.01.11,11 Labuhan Haji Timur,,,,,,12,,,
,11.01.12,12 Labuhan Haji Barat,,,,,,15,,,
,11.01.13,13 Kluet Tengah,,,,,,13,,,
,11.01.14,14 Kluet Timur,,,,,,9,,,
,11.01.15,15 Bakongan Timur,,,,,,7,,,
,11.01.16,16 Trumon Timur,,,,,,8,,,
,11.01.17,17 Kota Bahagia,,,,,,10,,,Pemekaran Kec Perda No. 3/2010
,11.01.18,18 Trumon Tengah,,,,,,10,,,Pemekaran Kec Perda No. 4/2010
,11.02,2 KAB. ACEH TENGGARA,Kutacane,,,16,0,385,4.179,227.921,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.02.01,1 Lawe Alas,,,,,,28,,,
,11.02.02,2 Lawe Sigala-Gala,,,,,,35,,,
,11.02.03,3 Bambel,,,,,,33,,,
,11.02.04,4 Babussalam,,,,,,27,,,
,11.02.05,5 Badar,,,,,,18,,,
,11.02.06,6 Babul Makmur,,,,,,21,,,
,11.02.07,7 Darul Hasanah,,,,,,28,,,
,11.02.08,8 Lawe Bulan,,,,,,24,,,
,11.02.09,9 Bukit Tusam,,,,,,23,,,
