NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XIII,33,JAWA TENGAH,,29,6,576,753,7810,34.337,37.488.277,
,33.01,1 KAB. CILACAP,Cilacap,,,24,15,269,2.324,1.996.985,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.01.01,1 Kedungreja,,,,,,11,,,
,33.01.02,2 Kesugihan,,,,,,16,,,
,33.01.03,3 Adipala,,,,,,16,,,
,33.01.04,4 Binangun,,,,,,17,,,
,33.01.05,5 Nusawungu,,,,,,17,,,
,33.01.06,6 Kroya,,,,,,17,,,
,33.01.07,7 Maos,,,,,,10,,,
,33.01.08,8 Jeruklegi,,,,,,13,,,
,33.01.09,9 Kawunganten,,,,,,12,,,
,33.01.10,10 Gandrungmangu,,,,,,14,,,
,33.01.11,11 Sidareja,,,,,,10,,,
,33.01.12,12 Karangpucung,,,,,,14,,,
,33.01.13,13 Cimanggu,,,,,,15,,,
,33.01.14,14 Majenang,,,,,,17,,,
,33.01.15,15 Wanareja,,,,,,16,,,
,33.01.16,16 Dayeuhluhur,,,,,,14,,,
,33.01.17,17 Sampang,,,,,,10,,,
,33.01.18,18 Cipari,,,,,,11,,,
,33.01.19,19 Patimuan,,,,,,7,,,
,33.01.20,20 Bantarsari,,,,,,8,,,
,33.01.21,21 Cilacap Selatan,,,,,5,,,,
,33.01.22,22 Cilacap Tengah,,,,,5,,,,
,33.01.23,23 Cilacap Utara,,,,,5,,,,
,33.01.24,24 Kampung Laut,,,,,,4,,,
,33.02,2 KAB. BANYUMAS,Purwokerto,,,27,30,301,1.391,1.828.532,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.02.01,1 Lumbir,,,,,,10,,,
,33.02.02,2 Wangon,,,,,,12,,,
,33.02.03,3 Jatilawang,,,,,,11,,,
,33.02.04,4 Rawalo,,,,,,9,,,
