K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
71,SULAWESI UTARA,,,,,,,
71.73,KOTA TOMOHON,,,5,44,0,"169,064","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
71.73.01,,,,1Tomohon Selatan,12,-,,
71.73.01.1001,,,,,1Pinaras,,,
71.73.01.1002,,,,,2Lahendong,,,
71.73.01.1003,,,,,3Tondangow,,,Menjadi Kel. Perda No. 11/2009
71.73.01.1004,,,,,4Pangolombian,,,Menjadi Kel. Perda No. 11/2009
71.73.01.1005,,,,,5Tumatangtang,,,
71.73.01.1006,,,,,6Kampung Jawa,,,
71.73.01.1007,,,,,7Lansot,,,
71.73.01.1008,,,,,8Walian,,,
71.73.01.1009,,,,,9Uluindano,,,
71.73.01.1010,,,,,10Walian Satu,,,Perda No. 12/2008
71.73.01.1011,,,,,11Walian Dua,,,Perda No. 12/2008
71.73.01.1012,,,,,12Tumatangtang Satu,,,Perda No. 12/2009
71.73.02,,,,2Tomohon Tengah,9,-,,
,,,,,Taratara Satu,,,"Menjadi wil. Kec. Tomohon Barat, Perda No.1/2004"
,,,,,Taratara Dua,,,"Menjadi wil. Kec. Tomohon Barat, Perda No.1/2004"
,,,,,Woloan Satu,,,"Menjadi wil. Kec. Tomohon Barat, Perda No.1/2004"
,,,,,Woloan Dua,,,"Menjadi wil. Kec. Tomohon Barat, Perda No.1/2004"
,,,,,Woloan Tiga,,,"Menjadi wil. Kec. Tomohon Barat, Perda No.1/2004"
,,,,,Rurukan,,,"Menjadi wil. Kec. Tomohon Barat, Perda No.1/2004"
,,,,,Temboan,,,
,,,,,Kumelembuai,,,"Menjadi wil. Kec. Tomohon Timur, Perda No.1/2004"
71.73.02.1009,,,,,1Talete Satu,,,
71.73.02.1010,,,,,2Talete Dua,,,
71.73.02.1011,,,,,3Kamasi,,,
71.73.02.1012,,,,,4Kolongan,,,
,,,,,Paslaten Satu,,,"Menjadi wil. Kec. Tomohon Timur, Perda No.1/2004"
,,,,,Paslaten Dua,,,"Menjadi wil. Kec. Tomohon Timur, Perda No.1/2004"
71.73.02.1015,,,,,5Matani Satu,,,
71.73.02.1016,,,,,6Matani Dua,,,
71.73.02.1017,,,,,7Matani Tiga,,,
71.73.02.1018,,,,,8Kamasi Satu,,,Perda No. 12/2008
71.73.02.1019,,,,,9Kolongan Satu,,,Perda No. 12/2008
71.73.03,,,,3Tomohon Utara,10,-,,
71.73.03.1001,,,,,1Tinoor Satu,,,Menjadi Kel. Perda No. 11/2009
,,,,,,,,
