K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.22,KAB. LUWU UTARA,,,15,7,166,"7.422,418","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.22.01,,,,1Malangke,-,14,,
73.22.01.2001,,,,,,1 Pattimang,,
73.22.01.2002,,,,,,2 Malangke,,
73.22.01.2003,,,,,,3 Benteng,,
73.22.01.2004,,,,,,4 Tolada,,
73.22.01.2005,,,,,,5 Salekoe,,
73.22.01.2006,,,,,,6 Pute Mata,,
73.22.01.2007,,,,,,7 Tingkara,,
73.22.01.2008,,,,,,8 Ladongi,,
73.22.01.2009,,,,,,9 Giri Kusuma,,
73.22.01.2010,,,,,,10 Tandung,,
73.22.01.2011,,,,,,11 Takkalala,,
73.22.01.2012,,,,,,12 Pettalandung,,"Perbaikan nama desa semula Pettelandung menjadi Pettalandung,
sesuai:
Perbup No. 5 Tahun 2006;
Surat Dirjen Bina Pemdes No. 146/3376/BPD tgl 4 Juli 2022; dan
Surat Sekda Provinsi Sulsel No. 135.8/5166/B.Pem.Otda tgl 03 Juni
2022."
73.22.01.2013,,,,,,13 Tokke,,
73.22.01.2014,,,,,,14 Pince Pute,,
73.22.02,,,,2Bone Bone,1,10,,
73.22.02.1001,,,,,1Bone Bone,,,"Desa menjadi Kelurahan, Pergub. No. 126/2009"
73.22.02.2002,,,,,,1 Tamuku,,
,,,,,,Rampoang,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
,,,,,,Munte,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
,,,,,,Bungadidi,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
,,,,,,Patila,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
73.22.02.2007,,,,,,2 Sidomukti,,
73.22.02.2008,,,,,,3 Sukaraya,,
,,,,,,Sidobinangun,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
,,,,,,Sidomakmur,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
73.22.02.2011,,,,,,4 Batang Tongka,,
73.22.02.2012,,,,,,5 Patoloan,,
,,,,,,Poreang,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
,,,,,,Sumberdadi,,"Menjadi wil Kec. Tana Lili, Perda No. 1/2012"
73.22.02.2015,,,,,,6 Banyuurip,,
,,,,,,,,
