K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.11.2007,,,,,,7 Blang Teumulek,,
11.11.11.2008,,,,,,8 Meunasah Mesjid,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.11.2009,,,,,,9 Jurong Binjee,,
11.11.11.2010,,,,,,"10 Blang Mane Dua
Meunasah",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.11.2011,,,,,,11 Blang Mane Barat,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.11.2012,,,,,,12 Balee,,
11.11.11.2013,,,,,,13 Arongan,,
11.11.11.2014,,,,,,14 Meunasah Mamplam,,
11.11.11.2015,,,,,,15 Pulo Dapong,,
11.11.11.2016,,,,,,16 Ceurucok,,
11.11.11.2017,,,,,,17 Ie Rhob Glumpang,,
11.11.11.2018,,,,,,18 Ie Rhob Barat,,
11.11.11.2019,,,,,,19 Ie Rhob Timu,,
11.11.11.2020,,,,,,20 Ie Rhob Babah Lueng,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.11.11.2021,,,,,,21 Glee Meudong,,
11.11.11.2022,,,,,,22 Pulo Drien,,
11.11.11.2023,,,,,,23 Meunasah Dayah,,
11.11.11.2024,,,,,,24 Cot Trieng,,
11.11.11.2025,,,,,,25 Krueng Meuseugob,,
11.11.11.2026,,,,,,26 Lhok Tanoh,,
11.11.11.2027,,,,,,27 Blang Tambue,,
11.11.11.2028,,,,,,28 Keude Tambue,,
11.11.11.2029,,,,,,29 Meunasah Asan,,
11.11.11.2030,,,,,,30 Peuneulet Tunong,,
11.11.11.2031,,,,,,31 Cure Tunong,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.11.2032,,,,,,32 Cure Baroh,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.11.2033,,,,,,33 Peuneulet Baroh,,
11.11.11.2034,,,,,,34 Ulee Kareung,,
11.11.11.2035,,,,,,35 Blang Payang,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.11.2036,,,,,,36 Calok,,
,,,,,,,,
