K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.09.09.2002,,,,,,2 Bonto Tallasa,,
73.09.09.2003,,,,,,3 Sambueja,,
73.09.09.2004,,,,,,4 Tanete,,
73.09.09.2005,,,,,,5 Samangki,,
73.09.09.2006,,,,,,6 Simbang,,
73.09.10,,,,10Cenrana,-,7,,
73.09.10.2001,,,,,,1 Laiya,,
73.09.10.2002,,,,,,2 Labuaja,,
73.09.10.2003,,,,,,3 Limampoccoe,,"Koreksi nama 'Limpoccoe' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019
Perbaikan nama desa semula Limapoccoe menjadi Limampoccoe,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.10.2004,,,,,,4 Lebbo Tengae,,"Koreksi nama 'Lebbotengngae' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019
Perbaikan nama desa semula Lebbotengae menjadi Lebbo Tengae,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.10.2005,,,,,,5 Rompegading,,
73.09.10.2006,,,,,,6 Baji pa'mai,,"Koreksi nama 'Bajipamai' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.09.10.2007,,,,,,7 Cenrana Baru,,
73.09.11,,,,11Tompobulu,-,8,,
73.09.11.2001,,,,,,1 Tompobulu,,
73.09.11.2002,,,,,,2 Benteng Gajah,,
73.09.11.2003,,,,,,3 Bonto Manai,,
73.09.11.2004,,,,,,4 Bonto Somba,,
73.09.11.2005,,,,,,5 Toddolimae,,
73.09.11.2006,,,,,,6 Pucak,,
73.09.11.2007,,,,,,7 Bonto Matinggi,,
73.09.11.2008,,,,,,8 Bonto Manurung,,
73.09.12,,,,12Lau,4,2,,
73.09.12.1001,,,,,1Allepolea,,,
73.09.12.1002,,,,,2Maccini Baji,,,
73.09.12.1003,,,,,3Soreang,,,
73.09.12.1004,,,,,4Mattirodeceng,,,
73.09.12.2005,,,,,,1 Marannu,,
73.09.12.2006,,,,,,2 Bonto Marannu,,"Koreksi nama 'Bonto Marranu' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
,,,,,,,,
