K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.03.12.2015,,,,,,15 Tanjung Datuk,,"Pemekaran sebagian Desa Lubuk Muda, Perda No. 11/2012, Perbaikan
Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup th"
14.03.12.2016,,,,,,16 Koto Raja,,"Pemekaran sebagian Desa Sepotong, Perda No.11/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.12.2017,,,,,,17 Sungai Nibung,,"Pemekaran sebagian Desa Langkat, Perda No. 11/2012,Perbaikan
Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup thn 20"
14.03.13,,,,8Pinggir,2,8,,
14.03.13.1001,,,,,1Titian Antui,,,
,,,,,,Beringin,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
14.03.13.2003,,,,,,1 Balai Pungut,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Melibur,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
14.03.13.2005,,,,,,2 Muara Basung,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Kualapenaso,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
14.03.13.2007,,,,,,3 Pinggir,,
14.03.13.2008,,,,,,4 Semunai,,
,,,,,,Tasikserai Timur,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
,,,,,,Tasikserai,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
14.03.13.2011,,,,,,5 Tengganau,,
14.03.13.1012,,,,,2Balai Raja,,,
,,,,,,Seraiwangi,,"Menjadi wil Kec. Talang Muandau, Perda No. 6/2015"
14.03.13.2014,,,,,,6 Sungai Meranti,,"Pemekaran sebagian Desa Pinggir, Perda No. 14/2012, Perbaikan
Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup thn 2"
14.03.13.2015,,,,,,7 Pangkalan Libut,,"Pemekaran sebagian Desa Pinggir, Perda No. 14/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
