K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,"Sigiring Giring
Lombang",,"Bergabung dg Desa Silange, Sigiring Giring Dolok, Tanjung Medan, dan
Desa Tanjung Tua, Perda No. 5/2008"
,,,,,,Sihulambu,,"Bergabung dg Desa Sialaman Julu, Gunung Tinggi Sialaman, dan Desa
Labuhan Rasoki, Perda No. 5/2008"
,,,,,,Sumuran,,"Bergabung dg Kel. Baringin dan Desa Huta Raja, Perda No. 5/2008"
,,,,,,Saba Siala,,"Bergabung dg Desa Dano Situmba dan Desa Ri Nabolak, Perda No.
5/2008"
,,,,,,Saba Tarutung,,"Bergabung dg Desa Jambur Batu, Perda No. 5/2008"
12.03.04.2085,,,,,,17 Sialagundi,,"Penggabungan Desa Muara Siregar dan Desa Sialagundi, Perda
No.5/2008, Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1
Tahun 2016"
,,,,,,Sialaman Julu,,"Bergabung dg Desa Gunung Tinggi Sialaman, Labuhan Rasoki, dan
Desa Sihulambu, Perda No. 5/2008"
,,,,,,Sidangkal,,"Bergabung dg Desa Gunung Tua Baringin, Aek Tampang, dan Desa
Pinang Sori, Perda No. 5/2008"
,,,,,,Silangge,,"Bergabung dg Desa Sigiring Giring Dolok, Sigiring Giring Lombang,
Tanjung Medan, dan Desa Tanjung Tua, Perda No. 5/2008"
,,,,,,Saba Tolang,,
,,,,,,Tapus,,Bergabung dg Desa Sabungan dan Desa Ampolu Perda No. 5/2008
,,,,,,Tanjung Sunge,,"Bergabung dg Desa Nagasaribu, Perda No. 5/2008"
,,,,,,Tanjung Medan,,"Bergabung dg Desa Silange, Sigiring Giring Dolok, Sigiring Giring
Lombang, dan Desa Tanjung Tua, Perda No. 5/2008"
,,,,,,Tanjung Tua,,"Bergabung dg Desa Silange, Sigiring Giring Dolok, Sigiring Giring
Lombang, dan Desa Tanjung Medan, Perda No. 5/2008"
,,,,,,Aek Latong,,"Bergabung dg Desa Anturmangan, Purba Tua, Padang Bulan, Huraba,
dan Desa Purba Sinombatua, Perda No. 5/2008"
,,,,,,Aek Horsik,,"Bergabung dg Desa Paringgonan, Hasahatan Situmba, dan Desa
Mandurana, Perda No. 5/2008"
12.03.04.2096,,,,,,18 Bulu Mario,,"Penggabungan Desa Bulu Mario dan Desa Sitandiang, Perda No.
5/2008"
12.03.04.2097,,,,,,19 Barnang Koling,,
,,,,,,Gunung Sari,,"Bergabung dg Desa Bulu Payung, Pengkolan, dan Desa Hutaimbaru,
Perda No. 5/2008"
,,,,,,Gunung Tua Baringin,,"Bergabung dg Desa Aek Tampang, Pinang Sori, dan Desa Sidangkal,
Perda No. 5/2008"
,,,,,,Liang,,"Bergabung dg Desa Hasahatan Dolok dan Desa Janji Lobi, Perda No.
5/2008"
12.03.04.2101,,,,,,20 Dolok Sordang Julu,,"Penggabungan Desa Hasahatan Dolok, Janji Lobi, dan Desa Liang,
Perda No. 5/2008"
12.03.04.2102,,,,,,21 Situmba Julu,,"Penggabungan Desa Paringgonan, Aek Horsik, Hasahatan Situmba,
dan Desa Mandurana, Perda No. 5/2008"
12.03.04.2103,,,,,,22 Situmba,,"Penggabungan Desa Gunung Tua Baringin, Aek Tampang, Pinang Sori,
dan Desa Sidangkal, Perda No. 5/2008"
12.03.04.2104,,,,,,23 Kilang Papan,,"Penggabungan Desa Dano Situmba, Ri Nabolak, dan Desa Saba Siala,
Perda No. 5/2008"
12.03.04.2105,,,,,,24 Sialaman,,"Penggabungan Desa Paringgonan, Aek Horsik, Hasahatan Situmba,
dan Desa Mandurana, Perda No. 5/2008"
,,,,,,,,
