NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,18.13.06,6 Pulau Pisang,,,,,,6,,,"Semula wil Kab. Lampung Barat, sesuai UU No. 18/2013.
Perbaikan nama kec. semula Pulaupisang menjadi Pulau Pisang, sesuai:
UU No. 22 Tahun 2012; dan
Perda Kab. Lampung Barat No. 6 Tahun 2012."
,18.13.07,7 Way Krui,,,,,,10,,,"Semula wil Kab. Lampung Barat, sesuai UU No. 18/2013"
,18.13.08,8 Krui Selatan,,,,,,10,,,"Semula wil Kab. Lampung Barat, sesuai UU No. 18/2013"
,18.13.09,9 Ngambur,,,,,,9,,,"Semula wil Kab. Lampung Barat, sesuai UU No. 18/2013"
,18.13.10,10 Ngaras,,,,,,9,,,"Semula wil Kab. Lampung Barat, sesuai UU No. 18/2013, Perubahan
nama Kec. Bengkunat sesuai Perda No. 4/2017"
,18.13.11,11 Bangkunat,,,,,,14,,,"Semula wil Kab. Lampung Barat, sesuai UU No. 18/2013, Perubahan
nama Kec. Bengkunat Belimbing sesuai Perda No. 4/2017"
,18.71,14 KOTA BANDAR LAMPUNG,Bandar Lampung,,,20,126,0,184,1.092.506,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.71.01,1 Kedaton,,,,,7,,,,
,18.71.02,2 Sukarame,,,,,6,,,,
,18.71.03,3 Tanjungkarang Barat,,,,,7,,,,
,18.71.04,4 Panjang,,,,,8,,,,
,18.71.05,5 Tanjungkarang Timur,,,,,5,,,,
,18.71.06,6 Tanjungkarang Pusat,,,,,7,,,,
,18.71.07,7 Telukbetung Selatan,,,,,6,,,,
,18.71.08,8 Telukbetung Barat,,,,,5,,,,
,18.71.09,9 Telukbetung Utara,,,,,6,,,,
,18.71.10,10 Rajabasa,,,,,7,,,,
,18.71.11,11 Tanjung Senang,,,,,5,,,,
,18.71.12,12 Sukabumi,,,,,7,,,,
,18.71.13,13 Kemiling,,,,,9,,,,
,18.71.14,14 Labuhan Ratu,,,,,6,,,,"Pemekaran sebagian Kec. Kedaton, Perda No. 4/2012"
,18.71.15,15 Way Halim,,,,,6,,,,"Pemekaran sebagian Kec. Sukarame, Perda No. 4/2012"
,18.71.16,16 Langkapura,,,,,5,,,,"Pemekaran sebagian Kec. Kemiling, Perda No. 4/2012"
,18.71.17,17 Enggal,,,,,6,,,,"Pemekaran sebagian Kec. Tanjungkarang Pusat, Perda No. 4/2012"
,18.71.18,18 Kedamaian,,,,,7,,,,"Pemekaran sebagian Kec. Tanjungkarang Timur, Perda No. 4/2012"
,18.71.19,19 Telukbetung Timur,,,,,6,,,,"Pemekaran sebagian Kec. Tanjungkarang Barat, Perda No. 4/2012"
,18.71.20,20 Bumi Waras,,,,,5,,,,"Pemekaran sebagian Kec. Telukbetung Selatan, Perda No. 4/2012"
,18.72,15 KOTA METRO,Metro,,,5,22,0,73,173.478,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.72.01,1 Metro Pusat,,,,,5,,,,
