K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.12,KAB. TOBA,,,16,13,231,"2.291,616","Perubahan nama dari Kab. Toba Samosir sesuai PP No 14 tahun 2020
tgl 24 Februari 2020,
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.12.01,,,,1Balige,6,29,,
,,,,,,Meat,,"Menjadi wil. Kec. Tampahan, Perda No. 17/2006"
,,,,,,Gurgur Aek Raja,,"Menjadi wil. Kec. Tampahan, Perda No. 17/2006"
12.12.01.2003,,,,,,1 Hutanamora,,
12.12.01.2004,,,,,,2 Hutagaol Peatalun,,
12.12.01.2005,,,,,,3 Hinalang Bagasan,,
12.12.01.2006,,,,,,4 Matio,,
12.12.01.2007,,,,,,5 Lumban Pea,,
12.12.01.2008,,,,,,6 Hutabulu Mejan,,
,,,,,,Tarabunga,,"Menjadi wil. Kec. Tampahan, Perda No. 17/2006"
12.12.01.2010,,,,,,7 Lumban Gaol,,
12.12.01.2011,,,,,,8 Parsuratan,,
12.12.01.2012,,,,,,9 Baruara,,
12.12.01.2013,,,,,,10 Aek Bolon Julu,,
12.12.01.2014,,,,,,11 Sibolahotang SAS,,
12.12.01.2015,,,,,,12 Lumban Bulbul,,
12.12.01.2016,,,,,,13 Sianipar Sihailhail,,
12.12.01.2017,,,,,,14 Silalahi Pagar Batu,,
12.12.01.2018,,,,,,15 Lumban Silintong,,
12.12.01.2019,,,,,,"16 Saribu Raja Janji
Maria",,
,,,,,,Tangga Batu Timur,,"Menjadi wil. Kec. Tampahan, Perda No. 17/2006"
,,,,,,Lintong Nihuta,,"Menjadi wil. Kec. Tampahan, Perda No. 17/2006"
12.12.01.2022,,,,,,17 Longat,,
12.12.01.2023,,,,,,18 Balige II,,
12.12.01.2024,,,,,,19 Aek Bolon Jae,,
12.12.01.2025,,,,,,20 Lumban Gorat,,
12.12.01.2026,,,,,,21 Sibuntuon,,
12.12.01.2027,,,,,,22 Siboruon,,
12.12.01.2028,,,,,,23 Paindoan,,
12.12.01.2029,,,,,,24 Bonan Dolok I,,
12.12.01.2030,,,,,,25 Bonan Dolok II,,
12.12.01.2031,,,,,,26 Bonan Dolok III,,
12.12.01.2032,,,,,,27 Huta Dame,,
