Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
11.09.40056,Pulau Kuala Ketek,,"02°28'15.90"" U 096°23'31.95"" T",TBP
11.09.40057,Pulau Kuala Ketek Utara,,"02°28'18.75"" U 096°23'30.69"" T",TBP
11.09.40058,Pulau Kungkung Betut,,"02°44'49.29"" U 096°05'03.77"" T",
11.09.40059,Pulau Labuan Cina,,"02°25'33.60"" U 096°30'14.18"" T",
11.09.40060,Pulau Lampaseh,,"02°32'11.23"" U 096°22'04.41"" T",
11.09.40061,Pulau Langeni,,"02°39'56.97"" U 096°09'28.97"" T",TBP
11.09.40062,Pulau Lapan,,"02°29'58.07"" U 096°22'29.32"" T",
11.09.40063,Pulau Lapan Gadang,,"02°30'11.99"" U 096°23'38.00"" T",TBP
11.09.40064,Pulau Lasia,,"02°05'26.99"" U 096°39'00.00"" T",TBP
11.09.40065,Pulau Leukon,,"02°42'24.99"" U 095°43'54.00"" T",TBP
11.09.40066,Pulau Lhok Anifung,,"02°32'21.72"" U 096°21'04.73"" T",
11.09.40067,Pulau Lhok Ketek,,"02°42'48.89"" U 096°08'35.51"" T",
11.09.40068,Pulau Limau,,"02°38'17.00"" U 096°19'35.00"" T",TBP
11.09.40069,Pulau Linggam,,"02°36'31.84"" U 095°52'03.82"" T",TBP
11.09.40070,Pulau Lugum Boya,,"02°50'07.24"" U 095°53'13.62"" T",
11.09.40071,Pulau Marang,,"02°26'19.10"" U 096°29'20.90"" T",
11.09.40072,Pulau Matahari,,"02°30'24.90"" U 096°22'15.80"" T",
11.09.40073,Pulau Matahari,,"02°31'37.88"" U 096°20'49.13"" T",
11.09.40074,Pulau Matamalingkar,,"02°43'42.10"" U 096°07'47.50"" T",
11.09.40075,Pulau Mincau,,"02°21'15.99"" U 096°11'53.99"" T",TBP
11.09.40076,Pulau Pamong,,"02°25'07.40"" U 096°29'27.38"" T",
11.09.40077,Pulau Pandan,,"02°29'57.12"" U 096°22'25.34"" T",
11.09.40078,Pulau Pandan Sitok,,"02°32'05.77"" U 096°20'41.83"" T",
11.09.40079,Pulau Panglima Gajah,,"02°25'32.27"" U 096°28'56.28"" T",
11.09.40080,Pulau Panjang,,"02°51'00.97"" U 095°52'30.24"" T",TBP
11.09.40081,Pulau Panjang,,"02°50'06.73"" U 095°47'16.99"" T",TBP
11.09.40082,Pulau Panjang,,"02°39'06.30"" U 096°07'14.90"" T",TBP
11.09.40083,Pulau Panjang,,"02°30'51.66"" U 096°23'19.50"" T",TBP
11.09.40084,Pulau Panjang Kecil,,"02°30'48.97"" U 096°22'54.79"" T",TBP
11.09.40085,Pulau Penyu,,"02°51'11.00"" U 095°56'35.00"" T",TBP
11.09.40086,Pulau Pinang,,"02°39'06.00"" U 096°12'54.00"" T",TBP
11.09.40087,Pulau Rajo,,"02°30'00.60"" U 096°22'09.61"" T",
11.09.40088,Pulau Rajo,,"02°52'09.68"" U 095°52'43.16"" T",
11.09.40089,Pulau Salaut Besar,,"02°58'23.99"" U 095°23'39.00"" T",TBP (PPKT)
11.09.40090,Pulau Salaut Kecil,,"03°00'47.99"" U 095°24'16.99"" T",TBP
11.09.40091,Pulau Saridin,,"02°26'15.70"" U 096°29'04.72"" T",
11.09.40092,Pulau Sarok,,"02°29'07.22"" U 096°22'55.07"" T",TBP
11.09.40093,Pulau Sarok,,"02°29'59.58"" U 096°22'20.53"" T",
11.09.40094,Pulau Sarok Linggi,,"02°30'04.97"" U 096°22'46.57"" T",
11.09.40095,Pulau Sarok Luar,,"02°30'06.70"" U 096°22'50.90"" T",
