K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.03.13.2003,,,,,,3 Blang Nisan,,
11.03.13.2004,,,,,,4 Bandar Baro,,
11.03.13.2005,,,,,,5 Alue Patong,,
11.03.13.2006,,,,,,6 Alue Ie Mirah,,Qanun No. 6/2007
11.03.13.2007,,,,,,7 Suka Makmur,,Qanun No. 6/2007
11.03.13.2008,,,,,,8 Jambo Balee,,Qanun No. 6/2007
11.03.13.2009,,,,,,9 Jambo Lubok,,Qanun No. 6/2007
11.03.13.2010,,,,,,10 Seuneubok Cina,,Qanun No. 6/2007
11.03.13.2011,,,,,,11 Pelita Sagop Jaya,,Qanun No. 6/2007
11.03.13.2012,,,,,,"12 Perkebunan Julok
Rayeuk Selatan",,Qanun No. 6/2007
11.03.13.2013,,,,,,"13 Perkebunan Julok
Rayeuk Utara",,Qanun No. 6/2007
11.03.14,,,,14Idi Tunong,-,25,,
11.03.14.2001,,,,,,1 Seuneubok Buloh,,
11.03.14.2002,,,,,,2 Seuneubok Baro,,
11.03.14.2003,,,,,,"3 Seuneubok
Meureudu",,
11.03.14.2004,,,,,,"4 Seuneubok Teupin
Panah",,
11.03.14.2005,,,,,,5 Teupin Panah,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.03.14.2006,,,,,,"6 Gampong
Keumuneng",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.03.14.2007,,,,,,7 Keude Keumuneng,,
11.03.14.2008,,,,,,8 Keumuneng Lhok,,
11.03.14.2009,,,,,,9 Paya Awee,,
11.03.14.2010,,,,,,10 Paya Gaboh,,
11.03.14.2011,,,,,,11 Padang Kasah,,
11.03.14.2012,,,,,,12 Buket Teukuh,,
11.03.14.2013,,,,,,13 Buket Pu'uk,,
11.03.14.2014,,,,,,14 Blang Minjei,,
11.03.14.2015,,,,,,15 Alue Kumbang A,,
11.03.14.2016,,,,,,16 Alue Kumbang M,,
11.03.14.2017,,,,,,17 Alue Lhok,,
11.03.14.2018,,,,,,18 Seuneubok Buya,,
11.03.14.2019,,,,,,19 Seuneubok Drien,,
11.03.14.2020,,,,,,20 Bantayan Barat,,
11.03.14.2021,,,,,,21 Blang Guci,,
11.03.14.2022,,,,,,22 Buket Rumiya,,
,,,,,,,,
