K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74,SULAWESI TENGGARA,,,,,,,
74.01,KAB. KOLAKA,,,12,35,100,"2.958,921","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
74.01.01,,,,1Wundulako,6,5,,
74.01.01.1001,,,,,119 Nopember,,,"Peningkatan status menjadi Kel, Perda NO. 7/2012"
74.01.01.1002,,,,,2Wundulako,,,
74.01.01.1003,,,,,3Lamekongga,,,
74.01.01.1004,,,,,4Kowioha,,,
74.01.01.1005,,,,,5Silea,,,
74.01.01.2006,,,,,,1 Towua,,"Perbaikan nama sesuai Surat Pemprov Sultra No. 136/1142 tgl 8 Maret
2016"
74.01.01.2007,,,,,,2 Bende,,
74.01.01.2008,,,,,,3 Unamendaa,,
74.01.01.2009,,,,,,4 Tikonu,,
74.01.01.2010,,,,,,5 Sabiano,,"Perbaikan nama desa semula Sabiona menjadi Sabiano, sesuai:
Perda No. 3 Tahun 2007; dan
Surat Bup. Kolaka No. 650/907/2022 tgl 8 April 2022."
74.01.01.1011,,,,,6Ngapa,,,
,,,,Tirawuta,,,,"Menjadi wil Kab. Kolaka Timur, sesuai UU No. 8 Tahun 2013"
,,,,,,Simbune,,
,,,,,Rate-rate,,,
,,,,,Lalolae,,,"Menjadi wil. Kec.Lalolae, Perda No. 4/2007"
,,,,,Loea,,,"Menjadi wil. Kec. Loea, Perda No. 20/2007"
,,,,,,Lamoare,,"Menjadi wil. Kec. Loea, Perda No. 20/2007"
,,,,,,Poni-Poniki,,
,,,,,,Tawainalu,,
,,,,,,Woiha,,
,,,,,,Peatoa,,"Menjadi wil. Kec. Loea, Perda No. 20/2007"
,,,,,,Tasahea,,
,,,,,,Keisio,,"Menjadi wil. Kec.Lalolae, Perda No. 4/2007"
,,,,,,Lara,,
,,,,,,Tumbudadio,,
,,,,,,Talodo,,"Menjadi wil. Kec.Lalolae, Perda No. 4/2007"
,,,,,,Orawa,,
,,,,,,Wesolo,,"Menjadi wil Kec. Lalolea, Perda No. 4/2007"
,,,,,,Lalingato,,
,,,,,Simbalai,,,"Menjadi wil. Kec. Loea, Perda No. 20/2007"
,,,,,,Iwoikondo,,"Menjadi wil. Kec. Loea, Perda No. 20/2007"
,,,,,,Tirawuta,,
,,,,,,,,
