K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.12.04.2016,,,,,,16 Panjang Baru,,
11.12.04.2017,,,,,,17 Kedai Palak Kerambil,,
11.12.04.2018,,,,,,18 Ladang,,
11.12.04.2019,,,,,,19 Kepala Bandar,,
11.12.04.2020,,,,,,20 Tangah,,"Perbaikan nama sesuai Surat Bupati No. 146/1707/2015 Hal Mohon
koreksi kode dan data wilayah dalam Kab. Aceh Barat Daya"
11.12.04.2021,,,,,,21 Gadang,,
11.12.04.2022,,,,,,22 Padang Hilir,,
11.12.04.2023,,,,,,23 Blang Dalam,,
11.12.04.2024,,,,,,24 Meunasah,,
11.12.04.2025,,,,,,25 Lampoh Drien,,
11.12.04.2026,,,,,,26 Padang Panjang,,
11.12.04.2027,,,,,,27 Rubek Meupayong,,
11.12.04.2028,,,,,,28 Cot Mancang,,
11.12.04.2029,,,,,,29 Geulima Jaya,,"Pemekaran sebagian wil Desa Pulau Kayu, Perda No. 5/2015"
11.12.05,,,,5Kuala Batee,-,21,,
11.12.05.2001,,,,,,1 Kota Bahagia,,
11.12.05.2002,,,,,,2 Pasar Kota Bahagia,,
11.12.05.2003,,,,,,3 Geulanggang Gajah,,
11.12.05.2004,,,,,,4 Kuala Terubue,,"Perbaikan nama sesuai Surat Bupati No. 146/1707/2015 Hal Mohon
koreksi kode dan data wilayah dalam Kab. Aceh Barat Daya"
11.12.05.2005,,,,,,5 Blang Makmur,,
11.12.05.2006,,,,,,6 Panto Cut,,"Perbaikan nama sesuai Surat Bupati No. 146/1707/2015 Hal Mohon
koreksi kode dan data wilayah dalam Kab. Aceh Barat Daya"
11.12.05.2007,,,,,,7 Alue Padee,,
11.12.05.2008,,,,,,8 Muka Blang,,
11.12.05.2009,,,,,,9 Lhung Geulumpang,,
11.12.05.2010,,,,,,10 Padang Sikabu,,
11.12.05.2011,,,,,,11 Kampung Tengah,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.12.05.2012,,,,,,12 Blang Panyang,,
11.12.05.2013,,,,,,13 Krueng Batee,,
11.12.05.2014,,,,,,14 Alue Pisang,,
11.12.05.2015,,,,,,15 Lhok Gajah,,
11.12.05.2016,,,,,,16 Ie Mameh,,
11.12.05.2017,,,,,,17 Keude Baro,,
11.12.05.2018,,,,,,18 Lama Tuha,,
,,,,,,,,
