K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
82,MALUKU UTARA,,,,,,,
82.04,KAB. HALMAHERA SELATAN,,,30,0,249,"8.096,397","Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
82.04.01,,,,1Pulau Makian,-,15,,
82.04.01.2001,,,,,,1 Rabutdaiyo,,
82.04.01.2002,,,,,,2 Waykion,,"Koreksi nama Desa Waikyon, mjd Waykion. Surat Kepala BPM-OTDES
Halsel No 160/111/BPM-OTDES/2015 tgl 15 Mei 2015"
82.04.01.2003,,,,,,3 Gorup,,
82.04.01.2004,,,,,,4 Walo,,
82.04.01.2005,,,,,,5 Dalam,,
82.04.01.2006,,,,,,6 Gitang,,
82.04.01.2007,,,,,,7 Kyowor,,
82.04.01.2008,,,,,,8 Matentengin,,"Koreksi nama Desa Matan Tengin, mjd Matentengin. Surat Kepala
BPM-OTDES Halsel No 160/111/BPM-OTDES/2015 tgl 15 Mei 2015"
82.04.01.2009,,,,,,9 Sangapati,,
82.04.01.2010,,,,,,10 Suma,,
82.04.01.2011,,,,,,11 Ploili,,"Koreksi nama Desa Ploly, mjd Ploili. Surat Kepala BPM-OTDES Halsel
No 160/111/BPM-OTDES/2015 tgl 15 Mei 2015"
82.04.01.2012,,,,,,12 Dauri,,
82.04.01.2013,,,,,,13 Gurua,,
82.04.01.2014,,,,,,14 Wailoa,,
,,,,,,Malapat,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
,,,,,,Bobawae,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
,,,,,,Ombawa,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
,,,,,,Tegono,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
,,,,,,Matekente,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
,,,,,,Talapao,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
,,,,,,Sabalei,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007"
82.04.01.2022,,,,,,15 Waigitang,,"Surat Kepala Badan Pemberdayaan dan Otonomi Desa, No.
160/62/BPM-0TDES/2014 Koreksi nama desa"
82.04.02,,,,2Kayoa,-,14,,
,,,,,,Bokimiake,,"Menjadi wil. Kec. Kayoa Barat, Perda No. 8/2007"
,,,,,,Hatejawa,,"Menjadi wil. Kec. Kayoa Barat, Perda No. 8/2007"
,,,,,,Busua,,"Menjadi wil. Kec. Kayoa Barat, Perda No. 8/2007"
82.04.02.2004,,,,,,1 Siko,,
82.04.02.2005,,,,,,2 Gafi,,
82.04.02.2006,,,,,,3 Laigoma,,
,,,,,,Modayama,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007"
,,,,,,Laromabati,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007"
,,,,,,,,
