Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
11.01,KAB. ACEH SELATAN,6,,
11.01.40001,Pulau Batukapal,,"03°19'03.44"" U 097°07'41.73"" T",TBP
11.01.40002,Pulau Batutunggal,,"03°24'55.00"" U 097°04'21.00"" T",TBP
11.01.40003,Pulau Kayee,,"02°52'54.99"" U 097°31'07.00"" T",TBP
11.01.40004,Pulau Mangki,,"02°54'25.11"" U 097°26'18.51"" T",TBP
11.01.40005,Pulau Tengku,,"02°53'16.00"" U 097°30'54.00"" T",TBP
11.01.40006,Pulau Trumon,,"02°48'34.67"" U 097°35'36.51"" T",TBP
11.03,KAB. ACEH TIMUR,8,,
11.03.40001,Pulau Bangka Matee,,"04°36'48.74"" U 098°00'31.21"" T",TBP
11.03.40002,Pulau Gosongsungaibelah,,"05°09'12.80"" U 097°34'56.08"" T",TBP
11.03.40003,Pulau Krueng Beukah,,"04°36'19.18"" U 098°01'02.04"" T",
11.03.40004,Pulau Kuala Parek,,"04°41'35.16"" U 097°57'59.15"" T",
11.03.40005,Pulau Nebukserdang,,"05°06'37.00"" U 097°37'35.00"" T",BP
11.03.40006,Pulau Pusong Broh,,"04°38'21.32"" U 097°59'38.64"" T",
11.03.40007,Pulau Pusong Brooh,,"04°35'50.74"" U 097°57'59.07"" T",TBP
11.03.40008,Pulau Ujongperleng,,"04°35'38.25"" U 098°01'09.57"" T",TBP
11.06,KAB. ACEH BESAR,42,,
11.06.40001,Pulau Amad Rangmanyang,,"05°37'02.48"" U 095°31'56.11"" T",TBP
11.06.40002,Pulau Baeet,,"05°39'49.90"" U 095°06'32.62"" T",TBP
11.06.40003,Pulau Bateebeukah,,"05°45'14.15"" U 095°03'23.05"" T",TBP
11.06.40004,Pulau Bateecut,,"05°34'41.99"" U 095°13'09.99"" T",TBP
11.06.40005,Pulau Bateedua Selatan,,"05°21'03.38"" U 095°13'06.63"" T",TBP
11.06.40006,Pulau Bateedua Utara,,"05°21'27.35"" U 095°13'49.55"" T",TBP
11.06.40007,Pulau Bateeleblah,,"05°47'34.72"" U 094°58'26.09"" T",TBP (PPKT)
11.06.40008,Pulau Bateelumpat,,"05°34'44.80"" U 095°12'55.02"" T",TBP
11.06.40009,Pulau Bateepantee Lhok Nga,,"05°26'03.54"" U 095°13'52.10"" T",TBP
11.06.40010,Pulau Bateerayeuk,,"05°34'45.99"" U 095°12'00.00"" T",TBP
11.06.40011,Pulau Bateetamon Rayeuk,,"05°18'30.91"" U 095°12'23.65"" T",TBP
11.06.40012,Pulau Bateetamon Selatan,,"05°18'15.13"" U 095°12'32.06"" T",TBP
11.06.40013,Pulau Bateetamon Tengoh,,"05°18'20.39"" U 095°12'26.14"" T",TBP
11.06.40014,Pulau Bateetamon Utara,,"05°18'23.17"" U 095°12'26.59"" T",TBP
11.06.40015,Pulau Bateeujong Lhok Paro,,"05°18'46.10"" U 095°12'12.46"" T",TBP
11.06.40016,Pulau Bateeujong Lhok Tuleot,,"05°18'43.47"" U 095°13'11.78"" T",TBP
11.06.40017,Pulau Breueh,,"05°37'28.89"" U 095°09'18.31"" T",BP
11.06.40018,Pulau Bukulah Utara,,"05°37'29.97"" U 095°03'04.38"" T",
11.06.40019,Pulau Bunta,,"05°33'20.00"" U 095°10'05.00"" T",TBP
11.06.40020,Pulau Burok,,"05°41'11.33"" U 095°23'15.15"" T",TBP
