K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.06.07.2016,,,,,,16 Keriahen,,
12.06.07.2017,,,,,,17 Gunung Juhar,,
12.06.07.2018,,,,,,18 Ketawaren,,
12.06.07.2019,,,,,,19 Jandi,,
12.06.07.2020,,,,,,20 Buluh Pancur,,
12.06.07.2021,,,,,,21 Kutagugung,,
12.06.07.2022,,,,,,22 Sukababo,,
12.06.07.2023,,,,,,23 Lau Kidupen,,
12.06.07.2024,,,,,,24 Sigenderang,,
12.06.07.2025,,,,,,"25 Juhar Ginting
Sadanioga",,Pemekaran Desa Juhar Ginting Perda No. 3/2010
12.06.08,,,,8Tigabinanga,1,19,,
12.06.08.2001,,,,,,1 Gunung,,
12.06.08.2002,,,,,,2 Kem Kem,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2003,,,,,,3 Pertumbuken,,
12.06.08.2004,,,,,,4 Kuala,,
12.06.08.2005,,,,,,5 Limang,,
12.06.08.2006,,,,,,6 Perbesi,,
12.06.08.2007,,,,,,7 Lau Kapur,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2008,,,,,,8 Kuta Bangun,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2009,,,,,,9 Kuta Raya,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2010,,,,,,10 Pergendangen,,
12.06.08.2011,,,,,,11 Simolap,,
12.06.08.2012,,,,,,"12 Simpang
Pergendangen",,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan, Perbaikan
nama sesuai BA No. 2826.a/BP/2017 tgl 30 Okt s/d 1 Nov 2017.
Perubahan nama desa semula Simpang Pergendangen Perlamben
menjadi Simpang Pergendangen, sesuai:
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022; dan
Surat Bup. Karo No. 412.2/022/DTMPD/2022 tgl 30 Mei 2022."
12.06.08.2013,,,,,,13 Kuta Gerat,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2014,,,,,,14 Suka Julu,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2015,,,,,,15 Kuta Galoh,,"Perbaikan nama sesuai Surat Bupati Karo No. 130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan"
12.06.08.2016,,,,,,16 Bunga Baru,,
12.06.08.2017,,,,,,17 Kutambaru Punti,,"Perbaikan nama sesuai Surat Bupati Karo No.130/0887/Pemum/2016
Perihal : Validasi Data Wilayah Administrasi Pemerintahan, Perbaikan
nama sesuai Perda No.3/2010 dan BA No. 2826.a/BP/2017 tgl 30 Okt
s/d 1 Nov 2017"
,,,,,,,,
