K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
64.02.02.2015,,,,,,15 Jongkang,,"Pemekaran sebagaian Desa Rempanga, Perda No. 13/2010"
64.02.03,,,,3Loa Janan,-,8,,
64.02.03.2001,,,,,,1 Bakungan,,
64.02.03.2002,,,,,,2 Loa Duri Ulu,,
64.02.03.2003,,,,,,3 Loa Janan Ulu,,
64.02.03.2004,,,,,,4 Purwajaya,,
64.02.03.2005,,,,,,5 Tani Bhakti,,
64.02.03.2006,,,,,,6 Batuah,,
64.02.03.2007,,,,,,7 Loa Duri Ilir,,
64.02.03.2008,,,,,,8 Tani Harapan,,
64.02.04,,,,4Anggana,-,8,,
64.02.04.2001,,,,,,1 Sepatin,,
64.02.04.2002,,,,,,2 Muara Pantuan,,
64.02.04.2003,,,,,,3 Tani Baru,,
64.02.04.2004,,,,,,4 Kutai Lama,,
64.02.04.2005,,,,,,5 Anggana,,
64.02.04.2006,,,,,,6 Sungai Meriam,,
64.02.04.2007,,,,,,7 Sidomulyo,,
64.02.04.2008,,,,,,8 Handil Terusan,,
64.02.05,,,,5Muara Badak,-,13,,
64.02.05.2001,,,,,,1 Saliki,,"Perbaikan nama sesuai Surat Pemprov Kaltim No.
414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan status
Desa dan Pembentukan Desa Tgl 19 Juni 2015"
64.02.05.2002,,,,,,2 Salok Palai,,"Perbaikan nama desa semula Salo Palai menjadi Salok Palai sesuai
Perda No. 1 Tahun 2022."
64.02.05.2003,,,,,,3 Muara Badak Ulu,,
64.02.05.2004,,,,,,4 Muara Badak Ilir,,
64.02.05.2005,,,,,,5 Tanjung Limau,,
64.02.05.2006,,,,,,6 Tanah Datar,,
64.02.05.2007,,,,,,7 Badak Baru,,
64.02.05.2008,,,,,,8 Suka Damai,,
64.02.05.2009,,,,,,9 Badak Mekar,,
64.02.05.2010,,,,,,10 Gas Alam Badak I,,
64.02.05.2011,,,,,,11 Batu-Batu,,
64.02.05.2012,,,,,,12 Sallo Cela,,"Perbaikan nama desa semula Salo Cella menjadi Sallo Cela, sesuai:
Perda No. 1 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
64.02.05.2013,,,,,,13 Sungai Bawang,,
64.02.06,,,,6Tenggarong,12,2,,
64.02.06.1001,,,,,1Jahab,,,
64.02.06.1002,,,,,2Loa Ipuh,,,
,,,,,,,,
