K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Tangkawang,,"Menjadi wil Kec. Haur Gading, Perda No. 12/2007"
,,,,,,Palimbangan Gusti,,"Menjadi wil Kec. Haur Gading, Perda No. 12/2007"
63.08.06.2026,,,,,,15 Panangkalaan Hulu,,
63.08.06.2027,,,,,,16 Cakeru,,
63.08.06.2028,,,,,,17 Sungai Turak Dalam,,
63.08.06.2029,,,,,,18 Panyaungan,,"Perbaikan nama sesuai Surat Bup. Hulu Sungai Utara No.
125.1/158/Pem/2016 Hal Penyampaian Kode Desa dan Klarifikasi Data
Desa Th. 2016"
63.08.06.2030,,,,,,19 Kuangan,,
,,,,,,Bayur,,"Menjadi wil Kec. Haur Gading, Perda No. 12/2007"
63.08.06.2032,,,,,,20 Tabing Liring,,
63.08.06.2033,,,,,,21 Padang Basar Hilir,,
63.08.06.2034,,,,,,22 Telaga Bamban,,
63.08.06.2035,,,,,,23 Air Tawar,,
,,,,,,Jingah Bujur,,"Menjadi wil Kec. Haur Gading, Perda No. 12/2007"
63.08.06.2037,,,,,,24 Panangian,,
,,,,,,Sei Binuang,,"Menjadi wil. Kec. Haur Gading, Perda No. 12/2007"
,,,,,,Tuhuran,,"Menjadi wil Kec. Haur Gading, Perda No. 12/2007"
,,,,,,Lok Suga,,"Menjadi wil. Kec. Haur Gading, Perda No. 12/2007"
63.08.06.2041,,,,,,25 Pamintangan,,
,,,,,,Tambak Sari Panji,,"Menjadi wil. Kec. Haur Gading, Perda No. 12/2007"
,,,,,,Sungai Limas,,"Menjadi wil. Kec.Haur Gading, Perda No. 12/2007"
63.08.06.2044,,,,,,26 Pandawanan,,
63.08.07,,,,7Banjang,-,20,,
63.08.07.2001,,,,,,1 Banjang,,
63.08.07.2002,,,,,,2 Patarikan,,
63.08.07.2003,,,,,,3 Teluk Buluh,,
63.08.07.2004,,,,,,4 Pandulangan,,
63.08.07.2005,,,,,,5 Danau Terati,,
63.08.07.2006,,,,,,6 Garunggang,,
63.08.07.2007,,,,,,7 Baruh Tabing,,
63.08.07.2008,,,,,,8 Murung Padang,,
63.08.07.2009,,,,,,9 Teluk Sarikat,,
63.08.07.2010,,,,,,10 Beringin,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
63.08.07.2011,,,,,,11 Kalintamui,,
63.08.07.2012,,,,,,12 Pelanjungan Sari,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi.
PP No. 28 Tahun 1995."
63.08.07.2013,,,,,,13 Lok Bangkai,,"Perbaikan nama sesuai Surat Bup. Hulu Sungai Utara No.
125.1/158/Pem/2016 Hal Penyampaian Kode Desa dan Klarifikasi Data
Desa Th. 2016"
,,,,,,,,
