NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.06.26,26 Sukarame,,,,,,6,,,
,32.06.27,27 Cigalontang,,,,,,16,,,
,32.06.28,28 Leuwisari,,,,,,7,,,
,32.06.29,29 Padakembang,,,,,,5,,,
,32.06.30,30 Sariwangi,,,,,,8,,,
,32.06.31,31 Sukaratu,,,,,,8,,,
,32.06.32,32 Cisayong,,,,,,13,,,
,32.06.33,33 Sukahening,,,,,,7,,,
,32.06.34,34 Rajapolah,,,,,,8,,,
,32.06.35,35 Jamanis,,,,,,8,,,
,32.06.36,36 Ciawi,,,,,,11,,,
,32.06.37,37 Kadipaten,,,,,,6,,,
,32.06.38,38 Pagerageung,,,,,,10,,,
,32.06.39,39 Sukaresik,,,,,,8,,,
,32.07,7 KAB. CIAMIS,Ciamis,,,27,7,258,1.596,1.264.017,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.07.01,1 Ciamis,,,,,7,5,,,
,32.07.02,2 Cikoneng,,,,,,9,,,
,32.07.03,3 Cijeungjing,,,,,,11,,,
,32.07.04,4 Sadananya,,,,,,8,,,
,32.07.05,5 Cidolog,,,,,,6,,,
,32.07.06,6 Cihaurbeuti,,,,,,11,,,
,32.07.07,7 Panumbangan,,,,,,14,,,
,32.07.08,8 Panjalu,,,,,,8,,,
,32.07.09,9 Kawali,,,,,,11,,,
,32.07.10,10 Panawangan,,,,,,18,,,
,32.07.11,11 Cipaku,,,,,,13,,,
,32.07.12,12 Jatinagara,,,,,,6,,,
,32.07.13,13 Rajadesa,,,,,,11,,,
,32.07.14,14 Sukadana,,,,,,6,,,
,32.07.15,15 Rancah,,,,,,13,,,
,32.07.16,16 Tambaksari,,,,,,6,,,
,32.07.17,17 Lakbok,,,,,,10,,,
,32.07.18,18 Banjarsari,,,,,,12,,,
,32.07.19,19 Pamarican,,,,,,14,,,
