K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
21,KEPULAUAN RIAU,,,,,,,
21.02,KAB. KARIMUN,,,14,29,42,"930,453","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
21.02.01,,,,1Moro,2,3,,
,,,,,,Durai,,Menjadi Wilayah Kec. Durai
,,,,,,Sanglar,,Menjadi Wilayah Kec. Durai
21.02.01.1003,,,,,1Moro,,,
21.02.01.2004,,,,,,1 Pauh,,
,,,,,,Sugie,,Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022.
,,,,,,Keban,,Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022.
,,,,,,Selat Mie,,Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022.
,,,,,,Tanjung Pelanduk,,Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022
21.02.01.2009,,,,,,2 Jang,,
21.02.01.1010,,,,,2Moro Timur,,,"Pemekaran sebagian Kel. Moro, Perda No. 2/2012"
,,,,,,Niur Permai,,"Pemekaran Desa, Perda No. 2/2012.
Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022"
,,,,,,Rawa Jaya,,"Pemekaran Desa, Perda No. 2/2012.
Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022."
,,,,,,Buluh Patah,,"Pemekaran Desa, Perda No. 2/2012.
Menjadi wil. Kec. Sugie Besar sesuai Perda No. 1 Tahun 2022."
21.02.01.2014,,,,,,3 Pulau Moro,,"Pemekaran Desa, Perda No. 2/2012"
21.02.02,,,,2Kundur,3,3,,
21.02.02.1001,,,,,1Tanjung Batu Barat,,,"Perbaikan nama kel. semula Tanjungbatu Barat menjadi Tanjung Batu
Barat, sesuai:
Perda No. 2 Tahun 2012; dan
Surat Bup. Karimun No. 100/TAPEM/IX/2471/2022 tgl 15 September
2022."
21.02.02.1002,,,,,2Tanjung Batu Kota,,,"Perbaikan nama kel. semula Tanjungbatu Kota menjadi Tanjung Batu
Kota, sesuai:
Perda No. 2 Tahun 2012; dan
Surat Bup. Karimun No. 100/TAPEM/IX/2471/2022 tgl 15 September
2022."
,,,,,Alai,,,"Menjadi wil Kec. Ungar, Perda No. 2/2012"
21.02.02.2004,,,,,,1 Sungai Sebesi,,"Perbaikan nama desa semula Sebesi menjadi Sungai Sebesi, sesuai:
Perda No. 2 Tahun 2012; dan
Surat Bup. Karimun No. 100/TAPEM/IX/2471/2022 tgl 15 September
2022."
21.02.02.2005,,,,,,2 Sungai Ungar,,"Perbaikan nama desa semula Sei Ungar menjadi Sungai Ungar, sesuai:
Perda No. 2 Tahun 2012; dan
Surat Bup. Karimun No. 100/TAPEM/IX/2471/2022 tgl 15 September
2022."
21.02.02.2006,,,,,,3 Lubuk,,
