K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.71,KOTA PADANG,,,11,104,0,"694,337","Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.71.01,,,,1Padang Selatan,12,-,,Perda No. 16/2004
13.71.01.1001,,,,,1Belakang Pondok,,,
13.71.01.1002,,,,,2Alang Laweh,,,
13.71.01.1003,,,,,3Ranah Parak Rumbio,,,
13.71.01.1004,,,,,4Pasa Gadang,,,
13.71.01.1005,,,,,5Batang Arau,,,
13.71.01.1006,,,,,6Seberang Palinggam,,,
13.71.01.1007,,,,,7Seberang Padang,,,
13.71.01.1008,,,,,8Mata Air,,,
13.71.01.1009,,,,,9Rawang,,,
13.71.01.1010,,,,,10Teluk Bayur,,,
13.71.01.1011,,,,,11Air Manis,,,
13.71.01.1012,,,,,12Bukit Gado-gado,,,
13.71.02,,,,2Padang Timur,10,-,,Perda No. 16/2004
13.71.02.1001,,,,,1Sawahan,,,
13.71.02.1002,,,,,2Jati Baru,,,
13.71.02.1003,,,,,3Jati,,,
13.71.02.1004,,,,,4Sawahan Timur,,,
13.71.02.1005,,,,,5Simpang Haru,,,
13.71.02.1006,,,,,6Kubu Marapalam,,,
13.71.02.1007,,,,,7Andalas,,,
13.71.02.1008,,,,,"8Kubu Dalam Parak
Karakah",,,
13.71.02.1009,,,,,9Parak Gadang Timur,,,
13.71.02.1010,,,,,10Ganting Parak Gadang,,,
13.71.03,,,,3Padang Barat,10,-,,Perda No. 16/2004
13.71.03.1001,,,,,1Flamboyan Baru,,,
13.71.03.1002,,,,,2Rimbo Kaluang,,,
13.71.03.1003,,,,,3Ujung Gurun,,,
13.71.03.1004,,,,,4Purus,,,
13.71.03.1005,,,,,5Padang Pasir,,,
13.71.03.1006,,,,,6Olo,,,
13.71.03.1007,,,,,7Kampung Jawa,,,"perubahan nama dari Kampung Jao menjadi Kampung Jawa, surat Plt
Walikota Padang No 130/01.74/PEM/2021 tgl 31 Maret 2021, Surat
Gubernur Sumatera Barat No 120/231/PEM-2021 tgl 21 April
2021,Perda Kota Padang No 3 tahun 2020"
,,,,,,,,
