Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.05.40225,Pulau Tokongkendo,,"03°04'54.90"" U 106°20'28.03"" T",TBP
21.05.40226,Pulau Tokongmalangbiru,,"02°18'02.35"" U 105°35'50.56"" T",TBP (PPKT)
21.05.40227,Pulau Tokongmandarian Darat,,"03°18'26.79"" U 106°23'35.24"" T",TBP
21.05.40228,Pulau Tokongnanas,,"03°19'47.20"" U 105°57'03.45"" T",TBP (PPKT)
21.05.40229,Pulau Tokongpasu Selatan,,"03°22'50.99"" U 106°27'42.99"" T",TBP
21.05.40230,Pulau Tokongpasu Utara,,"03°23'05.21"" U 106°27'39.21"" T",TBP
21.05.40231,Pulau Tokongsendok,,"02°37'07.00"" U 106°17'08.00"" T",TBP
21.05.40232,Pulau Tokongsigan,,"02°42'17.59"" U 106°16'33.15"" T",TBP
21.05.40233,Pulau Tulai,,"02°59'15.00"" U 105°41'12.00"" T",TBP
21.05.40234,Pulau Ubi,,"03°07'31.00"" U 105°39'56.99"" T",TBP
21.05.40235,Pulau Ujung,,"02°56'55.00"" U 106°11'03.00"" T",TBP
21.05.40236,Pulau Ular,,"02°43'56.75"" U 106°16'26.13"" T",TBP
21.05.40237,Pulau Urukuruk,,"03°06'10.00"" U 106°20'40.99"" T",TBP
21.05.40238,Pulau Wi,,"03°22'50.06"" U 106°14'07.47"" T",TBP
21.05.40239,Pulau Yudan,,"03°02'01.00"" U 105°45'07.99"" T",TBP
21.71,KOTA BATAM,454,,
21.71.40001,Pulau Abang Besar,,"00°35'06.00"" U 104°12'05.00"" T",BP
21.71.40002,Pulau Abang Kecil,,"00°32'42.00"" U 104°13'41.00"" T",BP
21.71.40003,Pulau Air,,"00°59'08.99"" U 103°58'32.00"" T",BP
21.71.40004,Pulau Air Johor,,"01°06'13.37"" U 103°48'17.90"" T",BP
21.71.40005,Pulau Air Keladi,,"01°03'43.99"" U 103°49'26.00"" T",TBP
21.71.40006,Pulau Air Raja,,"00°57'47.00"" U 104°05'56.00"" T",TBP
21.71.40007,Pulau Air Raja,,"00°57'52.99"" U 104°09'31.00"" T",TBP
21.71.40008,Pulau Akar,,"00°56'07.00"" U 103°46'10.99"" T",BP
21.71.40009,Pulau Akar,,"00°58'00.00"" U 104°02'07.00"" T",TBP
21.71.40010,Pulau Aki,,"00°32'21.00"" U 104°15'05.00"" T",TBP
21.71.40011,Pulau Akop,,"00°28'41.33"" U 104°16'34.59"" T",TBP
21.71.40012,Pulau Anak Dangkan,,"00°58'05.90"" U 103°42'23.80"" T",
21.71.40013,Pulau Anak Ladan,,"01°01'03.90"" U 103°45'22.76"" T",TBP
21.71.40014,Pulau Anak Ladang,,"01°07'27.99"" U 103°52'54.99"" T",TBP
21.71.40015,Pulau Anak Layang,,"01°08'03.65"" U 103°50'57.82"" T",BP
21.71.40016,Pulau Anak Lumba,,"01°02'54.39"" U 103°52'54.09"" T",
21.71.40017,Pulau Anak Mati,,"00°57'55.96"" U 104°04'37.43"" T",TBP
21.71.40018,Pulau Anak Mati,,"00°43'27.19"" U 104°11'30.56"" T",
21.71.40019,Pulau Anak Mecan,,"01°07'13.00"" U 103°49'58.00"" T",TBP
21.71.40020,Pulau Anak Melinik,,"00°44'10.36"" U 104°11'11.51"" T",TBP
21.71.40021,Pulau Anak Melor,,"00°44'31.99"" U 104°10'48.00"" T",TBP
21.71.40022,Pulau Anak Mongkol,,"01°05'12.90"" U 103°49'08.40"" T",
21.71.40023,Pulau Anak Pecong,,"01°00'25.09"" U 103°49'20.89"" T",
21.71.40024,Pulau Anak Pinang,,"01°06'00.54"" U 103°52'19.51"" T",
