K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
81,MALUKU,,,,,,,
81.03,KAB. KEPULAUAN TANIMBAR,,,10,2,80,"4.431,082","Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
81.03.01,,,,1Tanimbar Selatan,2,10,,
81.03.01.1001,,,,,1Saumlaki,,,
81.03.01.1002,,,,,2Saumlaki Utara,,,Pemekaran dari wil Kel Saumlaki Perda No 5/2014
81.03.01.2002,,,,,,1 Wowonda,,
81.03.01.2003,,,,,,2 Ilngei,,
81.03.01.2004,,,,,,3 Kabiarat,,
81.03.01.2005,,,,,,4 Lauran,,
81.03.01.2006,,,,,,5 Sifnana,,
81.03.01.2007,,,,,,6 Olilit Raya,,
81.03.01.2008,,,,,,7 Lermatang,,
81.03.01.2009,,,,,,8 Latdalam,,
81.03.01.2010,,,,,,9 Bomaki,,Pemekaran Desa Kabiarat Perda No. 192009
81.03.01.2011,,,,,,10 Matakus,,Pemekaran Kel. Saumlaki Perda No. 18/2009
81.03.02,,,,2Selaru,-,7,,
81.03.02.2001,,,,,,1 Adaut,,
81.03.02.2002,,,,,,2 Namtabung,,
81.03.02.2003,,,,,,3 Kandar,,
81.03.02.2004,,,,,,4 Lingat,,
81.03.02.2005,,,,,,5 Fursuy,,
81.03.02.2006,,,,,,6 Werain,,
81.03.02.2007,,,,,,7 Eliasa,,Pemekaran desa Werain Perda No. 8/2012
81.03.03,,,,3Wertamrian,-,9,,"Perbaikan nama kecamatan semula Wer Tamrian menjadi Wertamrian
sesuai Perda Kab. Kepulauan Tanimbar No.10/2021."
81.03.03.2001,,,,,,1 Tumbur,,
81.03.03.2002,,,,,,2 Lorulun,,
81.03.03.2003,,,,,,3 Atubul Dol,,Perubahan nama Desa Atubul Raya Perda No. 18/2012
81.03.03.2004,,,,,,4 Amdasa,,
81.03.03.2005,,,,,,5 Sangliat Krawain,,
81.03.03.2006,,,,,,6 Arui Bab,,
81.03.03.2007,,,,,,7 Arui Das,,
81.03.03.2008,,,,,,8 Sangliat Dol,,
81.03.03.2009,,,,,,9 Atubul Da,,Pemekaran sebagian wil Desa Atubul Dol Perda No. 18/2012
81.03.04,,,,4Wermaktian,-,9,,"Perbaikan nama kecamatan semula Wer Maktian menjadi Wermaktian
sesuai Perda Kab. Kepulauan Tanimbar No.10/2021."
81.03.04.2001,,,,,,1 Kamatubun,,
,,,,,,,,
