NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XX,61,KALIMANTAN BARAT,,12,2,174,99,2046,147.037,5.482.046,
,61.01,1 KAB. SAMBAS,Sambas,,,19,0,195,5.938,640.578,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.01.01,1 Sambas,,,,,,18,,,
,61.01.02,2 Teluk Keramat,,,,,,25,,,
,61.01.03,3 Jawai,,,,,,13,,,
,61.01.04,4 Tebas,,,,,,23,,,
,61.01.05,5 Pemangkat,,,,,,8,,,
,61.01.06,6 Sejangkung,,,,,,12,,,
,61.01.07,7 Selakau,,,,,,11,,,
,61.01.08,8 Paloh,,,,,,8,,,
,61.01.09,9 Sajingan Besar,,,,,,5,,,
,61.01.10,10 Subah,,,,,,13,,,
,61.01.11,11 Galing,,,,,,10,,,
,61.01.12,12 Tekarang,,,,,,7,,,
,61.01.13,13 Semparuk,,,,,,5,,,
,61.01.14,14 Sajad,,,,,,4,,,
,61.01.15,15 Sebawi,,,,,,7,,,
,61.01.16,16 Jawai Selatan,,,,,,9,,,
,61.01.17,17 Tangaran,,,,,,8,,,Perda No. 12/2006.
,61.01.18,18 Salatiga,,,,,,5,,,Perda No. 5/2007
,61.01.19,19 Selakau Timur,,,,,,4,,,Perda No. 5/2007
,61.02,2 KAB. MEMPAWAH,Mempawah,,,9,7,60,1.935,308.640,"Semula bernama Kabupaten Pontianak, PP No. 58 Tahun 2014.
Luas Wilayah Definitif, PGGB sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.02.01,1 Mempawah Hilir,,,,,3,5,,,
,61.02.06,2 Toho,,,,,,8,,,
,61.02.07,3 Sungai Pinyuh,,,,,1,8,,,
,61.02.08,4 Jongkat,,,,,,5,,,"Perubahan nama dari Siantan menjadi Jongkat sesuai Perda Kabupaten
Mempawah No. 3 Tahun 2019 dan Surat Gubernur Kalimantan Barat
No. 100/0126/Pem-B tanggal 8 Januari 2020."
,61.02.12,5 Sungai Kunyit,,,,,,12,,,
,61.02.15,6 Segedong,,,,,,6,,,Perda No. 7/2005.
