K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.22.06.2021,,,,,,12 Mulyasari,,
73.22.06.2022,,,,,,13 Saptamarga,,
,,,,,,Sukamukti,,"Menjadi wil Kec. Sukamaju Selatan, Perda No. 1/2018"
73.22.06.2024,,,,,,14 Tulung Sari,,"Perbaikan nama desa semula Tulungsari menjadi Tulung Sari, sesuai:
Perbup No. 5 Tahun 2006;
Surat Dirjen Bina Pemdes No. 146/3376/BPD tgl 4 Juli 2022; dan
Surat Sekda Provinsi Sulsel No. 135.8/5166/B.Pem.Otda tgl 03 Juni
2022."
,,,,,,Banyuwangi,,"Menjadi wil Kec. Sukamaju Selatan, Perda No. 1/2018"
73.22.07,,,,7Seko,-,12,,
73.22.07.2001,,,,,,1 Tirobali,,
73.22.07.2002,,,,,,2 Malimongan,,
73.22.07.2003,,,,,,3 Tanamakaleang,,
73.22.07.2004,,,,,,4 Padang Balua,,
73.22.07.2005,,,,,,5 Padang Raya,,
73.22.07.2006,,,,,,6 Embonatana,,
73.22.07.2007,,,,,,7 Hono,,Koreksi nama 'Wono' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli 2019
73.22.07.2008,,,,,,8 Beroppa,,
73.22.07.2009,,,,,,9 Lodang,,
73.22.07.2010,,,,,,10 Taloto,,
73.22.07.2011,,,,,,11 Hoyane,,
73.22.07.2012,,,,,,12 Marante,,
73.22.08,,,,8Malangke Barat,-,13,,
73.22.08.2001,,,,,,1 Cenning,,"Perbaikan nama desa semula Cening menjadi Cenning, sesuai:
Perbup No. 5 Tahun 2006;
Surat Dirjen Bina Pemdes No. 146/3376/BPD tgl 4 Juli 2022; dan
Surat Sekda Provinsi Sulsel No. 135.8/5166/B.Pem.Otda tgl 03 Juni
2022."
73.22.08.2002,,,,,,2 Pengkajoang,,"Perbaikan nama desa semula Pangkajoang menjadi Pengkajoang,
sesuai:
Perbup No. 5 Tahun 2006;
Surat Dirjen Bina Pemdes No. 146/3376/BPD tgl 4 Juli 2022; dan
Surat Sekda Provinsi Sulsel No. 135.8/5166/B.Pem.Otda tgl 03 Juni
2022."
73.22.08.2003,,,,,,3 Pao,,
73.22.08.2004,,,,,,4 Arusu,,
73.22.08.2005,,,,,,5 Baku Baku,,
73.22.08.2006,,,,,,6 Wara,,
73.22.08.2007,,,,,,7 Waelawi,,
73.22.08.2008,,,,,,8 Pembuniang,,
73.22.08.2009,,,,,,9 Limbong Wara,,
73.22.08.2010,,,,,,10 Kalitata,,
73.22.08.2011,,,,,,11 Pombakka,,
,,,,,,,,
