K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61,KALIMANTAN BARAT,,,,,,,
61.12,KAB. KUBU RAYA,,,9,0,123,"8.549,294","UU No 35/2007.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
61.12.01,,,,1Sungai Raya,-,22,,Semula wil. Kab Pontianak
61.12.01.2001,,,,,,1 Sungai Raya,,"Koreksi nama 'Sungairaya' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
61.12.01.2002,,,,,,2 Sungai Ambangah,,"Koreksi nama 'Sungaiambangah' Srt Ditjen BPD No 140/5118/BPD tgl
18 Juli 2019"
61.12.01.2003,,,,,,3 Arang Limbung,,
61.12.01.2004,,,,,,4 Kuala Dua,,
61.12.01.2005,,,,,,5 Tebang Kacang,,
61.12.01.2006,,,,,,6 Sungai Asam,,"Koreksi nama 'Sungaiasam' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
61.12.01.2007,,,,,,7 Pulau Limbung,,"Koreksi nama 'Pulaulimbung' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
61.12.01.2008,,,,,,8 Kapur,,
61.12.01.2009,,,,,,9 Gunung Tamang,,"Koreksi nama 'Gunungtamang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
61.12.01.2010,,,,,,10 Sungai Bulan,,"Koreksi nama 'Sungaibulan' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
61.12.01.2011,,,,,,11 Limbung,,
61.12.01.2012,,,,,,12 Teluk Kapuas,,"Koreksi nama 'Telukkapuas' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
61.12.01.2013,,,,,,13 Madu Sari,,
61.12.01.2014,,,,,,14 Mekar Sari,,
61.12.01.2015,,,,,,15 Mekar Baru,,"Pemekaran sebagian Desa Kapur, Perda No. 21/2010"
61.12.01.2016,,,,,,16 Sungai Raya Dalam,,"Pemekaran sebagian Desa Sungai Raya, Perda No. 22/2010, Koreksi
nama 'Sungairaya Dalam' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
61.12.01.2017,,,,,,17 Parit Baru,,"Pemekaran sebagian Desa Sungai Raya, Perda No. 4/2011, Koreksi
nama 'Parit Dalam' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli 2019"
61.12.01.2018,,,,,,18 Pulau Jambu,,"Pemekaran sebagian Desa Pulaulimbung, Perda No. 8/2012"
61.12.01.2019,,,,,,19 Kalibandung,,"Pemekaran sebagian Desa Sungaiasam, Perda No. 9/2012"
61.12.01.2020,,,,,,20 Muara Baru,,"Pemekaran sebagian Desa Pulaulimbung, Perda No. 9/2012"
61.12.01.2021,,,,,,21 Sukulanting,,"Pemekaran sebagian wil. Desa Sungai Asam, sesuai:
Perda No. 5 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 145/3066/BPD tgl 15 Juni 2022."
61.12.01.2022,,,,,,22 Permata Jaya,,"Pemekaran sebagian wil. Desa Sungai Asam, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 145/3066/BPD tgl 15 Juni 2022."
61.12.02,,,,2Kuala Mandor B,-,6,,Semula wil. Kab Pontianak
61.12.02.2001,,,,,,1 Kuala Mandor B,,
,,,,,,,,
