K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53,NUSA TENGGARA TIMUR,,,,,,,
53.16,KAB. NAGEKEO,,,7,16,97,"1.396,164","UU No. 2/2007.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
53.16.01,,,,1Aesesa,6,12,,Semula wil. Kab. Ngada
53.16.01.1001,,,,,1Dhawe,,,
53.16.01.2002,,,,,,1 Labolewa,,
53.16.01.1003,,,,,2Mbay I,,,
53.16.01.2004,,,,,,2 Tedamude,,
53.16.01.1005,,,,,3Towak,,,
53.16.01.2006,,,,,,3 Nggolonio,,
53.16.01.1007,,,,,4Mbay II,,,
53.16.01.2008,,,,,,4 Olaia,,
53.16.01.1009,,,,,5Danga,,,
53.16.01.2010,,,,,,5 Aerama,,
53.16.01.1011,,,,,6Lape,,,
53.16.01.2012,,,,,,6 Marapokot,,
53.16.01.2013,,,,,,7 Tonggurambang,,
53.16.01.2014,,,,,,8 Waekokak,,
53.16.01.2015,,,,,,9 Ngegedhawe,,
53.16.01.2016,,,,,,10 Tadakisa,,
53.16.01.2017,,,,,,11 Nggolombay,,
53.16.01.2018,,,,,,12 Nangadhero,,
53.16.02,,,,2Nangaroro,1,18,,Semula wil. Kab. Ngada
53.16.02.1001,,,,,1Nangaroro,,,
53.16.02.2002,,,,,,1 Podenura,,
53.16.02.2003,,,,,,2 Tonggo,,
53.16.02.2004,,,,,,3 Wokodekororo,,
53.16.02.2005,,,,,,4 Riti,,
53.16.02.2006,,,,,,5 Kotakeo,,
53.16.02.2007,,,,,,6 Pagomogo,,
53.16.02.2008,,,,,,7 Degalea,,
53.16.02.2009,,,,,,8 Ulupulu,,
53.16.02.2010,,,,,,9 Bidoa,,
53.16.02.2011,,,,,,10 Utetoto,,
53.16.02.2012,,,,,,11 Nataute,,
53.16.02.2013,,,,,,12 Woedoa,,
53.16.02.2014,,,,,,13 Woewutu,,PMD
,,,,,,,,
