K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
16,SUMATERA SELATAN,,,,,,,
16.06,KAB. MUSI BANYUASIN,,,15,13,229,"14.550,788","Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
16.06.01,,,,1Sekayu,4,10,,
16.06.01.2001,,,,,,1 Sukarami,,
16.06.01.2002,,,,,,2 Lumpatan,,
16.06.01.2003,,,,,,3 Bailangu,,
16.06.01.2004,,,,,,4 Muara Teladan,,
16.06.01.2005,,,,,,5 Bandar Jaya,,
16.06.01.2006,,,,,,6 Sungai Medak,,
16.06.01.2007,,,,,,7 Sungai Batang,,
16.06.01.2008,,,,,,8 Rimba Ukur,,
16.06.01.1009,,,,,1Kayu Ara,,,
16.06.01.1010,,,,,2Serasan Jaya,,,
16.06.01.1011,,,,,3Soak baru,,,
16.06.01.1012,,,,,4Balai Agung,,,
16.06.01.2013,,,,,,9 Lumpatan 2,,Perda No. 14/2007
16.06.01.2014,,,,,,10 Baliangu Timur,,Perda No. 14/2007
16.06.02,,,,2Lais,-,16,,
16.06.02.2001,,,,,,1 Danau Cala,,
16.06.02.2002,,,,,,2 Rantau Keroya,,
16.06.02.2003,,,,,,3 Tanjung Agung Timur,,
16.06.02.2004,,,,,,4 Petaling,,
16.06.02.2005,,,,,,5 Lais,,
16.06.02.2006,,,,,,6 Teluk,,
16.06.02.2007,,,,,,7 Epil,,
16.06.02.2008,,,,,,8 Purwosari,,
16.06.02.2009,,,,,,9 Teluk Kijing I,,
16.06.02.2010,,,,,,10 Teluk Kijing II,,
16.06.02.2011,,,,,,11 Teluk Kijing III,,
16.06.02.2012,,,,,,12 Tanjung Agung Utara,,
16.06.02.2013,,,,,,13 Tanjung Agung Barat,,
16.06.02.2014,,,,,,"14 Tanjung Agung
Selatan",,Pemekaran Desa Tanjung Agung Utara Perda No. 13/2010
16.06.02.2015,,,,,,15 Lais Utara,,"Pemekaran sebagian wil Desa Lais, Perda No. 19/2011"
16.06.02.2016,,,,,,16 Epil Barat,,"Pemekaran sebagian wil. Desa Epil, sesuai:
Perda No. 5 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
16.06.03,,,,3Sungai Keruh,-,10,,
,,,,,,,,
