NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.03.09,9 Sukaluyu,,,,,,10,,,
,32.03.10,10 Pacet,,,,,,7,,,
,32.03.11,11 Cugenang,,,,,,16,,,
,32.03.12,12 Cikalongkulon,,,,,,18,,,
,32.03.13,13 Sukaresmi,,,,,,11,,,
,32.03.14,14 Sukanagara,,,,,,10,,,
,32.03.15,15 Campaka,,,,,,11,,,
,32.03.16,16 Takokak,,,,,,9,,,
,32.03.17,17 Kadupandak,,,,,,14,,,
,32.03.18,18 Pagelaran,,,,,,14,,,
,32.03.19,19 Tanggeung,,,,,,12,,,
,32.03.20,20 Cibinong,,,,,,14,,,
,32.03.21,21 Sindangbarang,,,,,,11,,,
,32.03.22,22 Agrabinta,,,,,,11,,,
,32.03.23,23 Cidaun,,,,,,14,,,
,32.03.24,24 Naringgul,,,,,,11,,,
,32.03.25,25 Campakamulya,,,,,,5,,,
,32.03.26,26 Cikadu,,,,,,10,,,
,32.03.27,27 Gekbrong,,,,,,8,,,Perda No. 5/2004
,32.03.28,28 Cipanas,,,,,,7,,,Perda No. 5/2004
,32.03.29,29 Cijati,,,,,,10,,,Perda No. 5/2004
,32.03.30,30 Leles,,,,,,12,,,Perda No. 5/2004
,32.03.31,31 Haurwangi,,,,,,8,,,Perda No. 5/2007
,32.03.32,32 Pasirkuda,,,,,,9,,,Perda No. 5/2007
,32.04,4 KAB. BANDUNG,Soreang,,,31,10,270,1.741,3.655.878,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.04.05,1 Cileunyi,,,,,,6,,,
,32.04.06,2 Cimenyan,,,,,2,7,,,
,32.04.07,3 Cilengkrang,,,,,,6,,,
,32.04.08,4 Bojongsoang,,,,,,6,,,
,32.04.09,5 Margahayu,,,,,1,4,,,
,32.04.10,6 Margaasih,,,,,,6,,,
,32.04.11,7 Katapang,,,,,,7,,,
,32.04.12,8 Dayeuhkolot,,,,,1,5,,,
,32.04.13,9 Banjaran,,,,,,11,,,
