K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.04.15.2001,,,,,,1 Konda,,Semula wil. Kec. Teminabuan
92.04.15.2002,,,,,,2 Wamargege,,Semula wil. Kec. Teminabuan
92.04.15.2003,,,,,,3 Bariat,,Semula wil. Kec. Teminabuan
92.04.15.2004,,,,,,4 Manelek,,Semula wil. Kec. Teminabuan
92.04.15.2005,,,,,,5 Nagna,,Semula wil. Kec. Teminabuan
,,,,Ayamaru Timur,,,,"Menjadi wil. Kab. Sorong, Kepbub. No. 133/2008, tanggal 27/10/2008"
,,,,,,Kambuaya,,Semula wil. Kec. Ayamaru
,,,,,,Huberita,,Semula wil. Kec. Ayamaru
,,,,,,Faitmajin,,Semula wil. Kec. Ayamru
,,,,,,Kambuskato,,Semula wil. Kec. Ayamaru
,,,,,,Kambuwifa,,Semula wil. Kec. Ayamaru
,,,,Aitinyo Utara,,,,"Menjadi wil. Kab. Sorong, Kepbub. No. 133/2008, tanggal 27/10/2008"
,,,,,,Fategomi,,Semula wil. Kec. Aitinyo
,,,,,,Tehak Besar,,Semula wil. Kec. Aitinyo
,,,,,,Fan,,Semula wil. Kec. Aitinyo
,,,,,,Gohsames,,Semula wil. Kec. Aitinyo
,,,,,,Asmuruf U,,Semula wil. Kec. Aitinyo
,,,,,,Mirafan,,Semula wil. Kec. Aitinyo
,,,,,,Jitmau,,Semula wil. Kec. Aitinyo
,,,,,,Ikuf,,Semula wil. Kec. Aitinyo
,,,,,,Jitmau Timur,,Semula wil. Kec. Aitinyo
,,,,,,Isir,,Semula wil. Kec. Aitinyo
,,,,Aifat Utara,,,,"Menjadi wil. Kab. Sorong, Kepbub. No. 133/2008, tanggal 27/10/2008"
,,,,,,Ayawasi,,Semula wil. Kec. Aifat
,,,,,,Ayawasi Selatan,,Semula wil. Kec. Aifat
,,,,,,Ayawasi Timur,,Semula wil. Kec. Aifat
,,,,,,Susai,,Semula wil. Kec. Aifat
,,,,,,Fonatu,,Semula wil. Kec. Aifat
,,,,,,Mosun,,Semula wil. Kec. Aifat
,,,,,,Wayane,,Semula wil. Kec. Aifat
,,,,,,Konja,,Semula wil. Kec. Aifat
,,,,,,Yarat,,Semula wil. Kec. Aifat
,,,,,,Man,,Semula wil. Kec. Aifat
,,,,Aifat Selatan,,,,"Menjadi wil. Kab. Sorong, Kepbub. No. 133/2008, tanggal 27/10/2008"
,,,,,,Kisor,,Semula wil. Kec. Aifat
,,,,,,Sorry,,Semula wil. Kec. Aifat
,,,,,,Imsun,,Semula wil. Kec. Aifat
,,,,,,Sabah,,Perda No. 23/2007
,,,,,,Tahsimara,,Semula wil. Kec. Aifat
,,,,,,Fuog,,Perda No. 23/2007
