K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
62,KALIMANTAN TENGAH,,,,,,,
62.04,KAB. BARITO SELATAN,,,6,7,86,"6.267,084","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
62.04.01,,,,1Jenamas,1,4,,
62.04.01.2001,,,,,,1 Tampulang,,
62.04.01.2002,,,,,,2 Rantau Bahuang,,
62.04.01.1003,,,,,1Rantau Kujang,,,
62.04.01.2004,,,,,,3 Rangga Ilung,,
62.04.01.2005,,,,,,4 Tabatan,,
62.04.02,,,,2Dusun Hilir,1,9,,
62.04.02.2001,,,,,,1 Sungai Jaya,,
62.04.02.2002,,,,,,2 Mahajandau,,"Perbaikan nama desa sesuai Surat Pemkab No.
P-81/SETDA/AS/1-PEM/130/01/2016"
62.04.02.1003,,,,,1Mengkatip,,,
62.04.02.2004,,,,,,3 Kalanis,,
62.04.02.2005,,,,,,4 Lehai,,
62.04.02.2006,,,,,,5 Damparan,,
62.04.02.2007,,,,,,6 Teluk Timbau,,
62.04.02.2008,,,,,,7 Batilap,,
62.04.02.2009,,,,,,8 Batampang,,"Perbaikan nama desa sesuai Surat Pemkab No.
P-81/SETDA/AS/1-PEM/130/01/2016"
62.04.02.2010,,,,,,9 Mangkatir,,
62.04.03,,,,3Karau Kuala,1,10,,
62.04.03.2001,,,,,,1 Salat Baru,,"Perbaikan nama sesuai Surat Pemprov Kalteng
411.1/369/Dis-PMD/IV/2017 hal Revisi Nama-Nama Desa dan
Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
62.04.03.1002,,,,,1Bangkuang,,,
62.04.03.2003,,,,,,2 Teluk Betung,,
62.04.03.2004,,,,,,3 Babai,,
62.04.03.2005,,,,,,4 Janggi,,
62.04.03.2006,,,,,,5 Malitin,,
62.04.03.2007,,,,,,6 Muara Arai,,
62.04.03.2008,,,,,,7 Talio,,
62.04.03.2009,,,,,,8 Tampijak,,
62.04.03.2010,,,,,,9 Bintang Kurung,,
62.04.03.2011,,,,,,10 Teluk Sampudau,,"Perbaikan nama desa sesuai Surat Pemkab No.
P-81/SETDA/AS/1-PEM/130/01/2016"
62.04.04,,,,4Dusun Utara,1,18,,
62.04.04.2001,,,,,,1 Sungai Telang,,
62.04.04.2002,,,,,,2 Majundre,,
