Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.71.40305,Pulau Perantun,,"00°48'02.00"" U 104°12'13.00"" T",TBP
21.71.40306,Pulau Pergam,,"00°59'19.57"" U 103°58'13.68"" T",TBP
21.71.40307,Pulau Perincit,,"01°07'50.42"" U 103°52'10.64"" T",TBP
21.71.40308,Pulau Petang,,"00°47'18.61"" U 104°09'01.32"" T",TBP
21.71.40309,Pulau Petong,,"00°37'37.99"" U 104°05'28.00"" T",BP
21.71.40310,Pulau Piayu,,"00°59'19.00"" U 104°05'53.99"" T",TBP
21.71.40311,Pulau Pinang,,"01°06'07.99"" U 103°52'25.00"" T",TBP
21.71.40312,Pulau Piring,,"01°07'01.99"" U 103°50'29.00"" T",TBP
21.71.40313,Pulau Poa,,"01°03'50.00"" U 103°49'36.99"" T",TBP
21.71.40314,Pulau Pontianak,,"00°57'48.33"" U 104°05'29.55"" T",TBP
21.71.40315,Pulau Puake,,"01°03'55.39"" U 103°49'40.24"" T",TBP
21.71.40316,Pulau Puake Kecil,,"01°06'02.40"" U 103°50'49.89"" T",
21.71.40317,Pulau Puat,,"00°54'18.00"" U 103°57'56.99"" T",TBP
21.71.40318,Pulau Pucong,,"01°08'38.89"" U 103°56'14.86"" T",TBP
21.71.40319,Pulau Pumpun,,"00°47'46.00"" U 104°13'04.00"" T",TBP
21.71.40320,Pulau Punai,,"01°04'42.60"" U 103°52'24.10"" T",
21.71.40321,Pulau Purgam,,"00°58'22.20"" U 103°59'59.71"" T",
21.71.40322,Pulau Putri,,"01°12'15.00"" U 104°04'41.00"" T",TBP (PPKT)
21.71.40323,Pulau Raja,,"01°01'10.45"" U 104°09'13.69"" T",TBP
21.71.40324,Pulau Ranoh,,"00°33'29.00"" U 104°14'11.00"" T",TBP
21.71.40325,Pulau Ranoh Kecil,,"00°33'20.00"" U 104°14'08.00"" T",TBP
21.71.40326,Pulau Raut,,"00°55'05.57"" U 104°01'44.24"" T",TBP
21.71.40327,Pulau Rawe,,"01°04'14.00"" U 103°48'58.00"" T",BP
21.71.40328,Pulau Rempang,,"00°52'10.99"" U 104°09'11.99"" T",BP
21.71.40329,Pulau Renjis,,"01°04'50.99"" U 103°51'05.00"" T",TBP
21.71.40330,Pulau Resam Laut,,"00°55'13.69"" U 103°58'17.80"" T",
21.71.40331,Pulau Resambakau,,"00°55'14.00"" U 103°57'58.00"" T",TBP
21.71.40332,Pulau Resambatu,,"00°55'23.99"" U 103°58'08.00"" T",TBP
21.71.40333,Pulau Riang,,"01°01'07.00"" U 103°45'14.00"" T",TBP
21.71.40334,Pulau Rinjing,,"00°55'36.99"" U 103°57'06.00"" T",TBP
21.71.40335,Pulau Sama,,"00°38'30.00"" U 104°15'22.00"" T",TBP
21.71.40336,Pulau Samag,,"00°39'33.99"" U 104°14'25.00"" T",TBP
21.71.40337,Pulau Samak,,"00°42'53.62"" U 104°12'29.03"" T",TBP
21.71.40338,Pulau Sambang,,"00°32'13.99"" U 104°15'05.00"" T",TBP
21.71.40339,Pulau Sambu,,"01°09'36.00"" U 103°53'58.99"" T",BP
21.71.40340,Pulau Sangkar Ayam,,"01°00'00.29"" U 104°08'04.89"" T",
21.71.40341,Pulau Sarang,,"01°06'42.99"" U 103°50'49.99"" T",TBP
21.71.40342,Pulau Sau,,"01°03'57.68"" U 104°10'39.63"" T",TBP
21.71.40343,Pulau Sawang,,"00°30'06.34"" U 104°15'22.02"" T",
21.71.40344,Pulau Sawang Besar,,"00°30'20.99"" U 104°14'58.99"" T",TBP
