K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.09,KAB. ASAHAN,,,25,27,177,"3.737,830","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Madang beras,,,,"Menjadi wil. Kab. Batu Bara, UU No. 5 / 2007"
,,,,,Pangkalan Dodek,,,
,,,,,Pangkalan Ddk Baru,,,
,,,,,,Aek Nauli,,
,,,,,,Durian,,
,,,,,,Lalang,,
,,,,,,Medang,,
,,,,,,Pakam,,
,,,,,,Pakam Raya,,
,,,,,,Pematang Cengkring,,
,,,,,,Sei Buah Keras,,
,,,,,,Sei Rakyat,,
,,,,,,Sidomulyo,,
,,,,,,Tanjung Sigoni,,
,,,,,,Nenas Siam,,
,,,,Air Putih,,,,"Menjadi wil. Kab. Batu Bara, UU No. 5 / 2007"
,,,,,Indrapura Kota,,,
,,,,,,Limau Sundai,,
,,,,,,Pematang Panjang,,
,,,,,,Sukaraja,,
,,,,,,Tanah Tinggi,,
,,,,,,Tanjung Muda,,
,,,,,,Tanah Merah,,
,,,,,,Aras,,
,,,,,,Pasar Lapan,,
,,,,,,Sipare-pare,,
,,,,,,Tanjung Kubah,,
,,,,,,Tanjung Harapan,,
,,,,,,Suka Ramai,,Perbup. No. 9/2006
,,,,Lima Puluh,,,,"Menjadi wil. Kab. Batu Bara, UU No. 5 / 2007"
,,,,,Lima Puluh Kota,,,
,,,,,,Gambus Laut,,
,,,,,,Air Hitam,,
,,,,,,Bulan Bulan,,
,,,,,,Cahaya Pardomuan,,
,,,,,,,,
