NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,62.06.01,1 Kamipang,,,,,,9,,,"Perubahan nama Kecamatan Kampiang, sesuai Surat Bup. No.
100/230/Adpum/2015 tgl 9 Juni 2015"
,62.06.02,2 Katingan Hilir,,,,,2,6,,,
,62.06.03,3 Tewang Sangalang Garing,,,,,1,9,,,
,62.06.04,4 Pulau Malan,,,,,,14,,,
,62.06.05,5 Katingan Tengah,,,,,1,15,,,
,62.06.06,6 Sanaman Mantikei,,,,,,14,,,
,62.06.07,7 Marikit,,,,,,18,,,
,62.06.08,8 Katingan Hulu,,,,,1,22,,,
,62.06.09,9 Mendawai,,,,,,7,,,
,62.06.10,10 Katingan Kuala,,,,,2,14,,,
,62.06.11,11 Tasik Payawan,,,,,,8,,,
,62.06.12,12 Petak Malai,,,,,,7,,,Perda No. 15/2007
,62.06.13,13 Bukit Raya,,,,,,11,,,Perda No. 15/2007
,62.07,7 KAB. SERUYAN,Kuala Pembuang,,,10,3,97,15.215,149.626,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,62.07.01,1 Seruyan Hilir,,,,,2,8,,,
,62.07.02,2 Seruyan Tengah,,,,,1,19,,,
,62.07.03,3 Danau Sembuluh,,,,,,8,,,
,62.07.04,4 Hanau,,,,,,7,,,
,62.07.05,5 Seruyan Hulu,,,,,,20,,,
,62.07.06,6 Seruyan Hilir Timur,,,,,,6,,,Pemekaran Kec. Perda No. 4/2008
,62.07.07,7 Seruyan Raya,,,,,,5,,,Pemekaran Kec. Perda No. 4/2008
,62.07.08,8 Danau Seluluk,,,,,,6,,,Pemekaran Kec. Perda No. 4/2008
,62.07.09,9 Batu Ampar,,,,,,9,,,Pemekaran Kec. Perda No. 4/2008
,62.07.10,10 Suling Tambun,,,,,,9,,,Pemekaran Kec. Perda No. 4/2008
,62.08,8 KAB. SUKAMARA,Sukamara,,,5,3,29,3.311,62.387,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,62.08.01,1 Sukamara,,,,,2,6,,,
,62.08.02,2 Jelai,,,,,1,4,,,
,62.08.03,3 Balai Riam,,,,,,8,,,
,62.08.04,4 Pantai Lunci,,,,,,4,,,Perda No 3/2006
,62.08.05,5 Permata Kecubung,,,,,,7,,,Perda No 3/2006
,62.09,9 KAB. LAMANDAU,Nanga Bulik,,,8,3,85,7.632,103.772,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,62.09.01,1 Lamandau,,,,,1,10,,,
