K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.25,KAB. BATANG,,,15,9,239,"857,265","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.25.01,,,,1Wonotunggal,-,15,,
33.25.01.2001,,,,,,1 Silurah,,
33.25.01.2002,,,,,,2 Sodong,,
33.25.01.2003,,,,,,3 Gringgingsari,,
33.25.01.2004,,,,,,4 Kedungmalang,,
33.25.01.2005,,,,,,5 Sendang,,
33.25.01.2006,,,,,,6 Wonotunggal,,
33.25.01.2007,,,,,,7 Brokoh,,
33.25.01.2008,,,,,,8 Wates,,
33.25.01.2009,,,,,,9 Brayo,,
33.25.01.2010,,,,,,10 Kemligi,,
33.25.01.2011,,,,,,11 Sigayam,,
33.25.01.2012,,,,,,12 Kreyo,,
33.25.01.2013,,,,,,13 Siwatu,,
33.25.01.2014,,,,,,14 Dringo,,
33.25.01.2015,,,,,,15 Penangkan,,
,,,,,,Botolambat,,"Menjadi wil. Kec. Kandeman, Perda No. 7/2004"
33.25.02,,,,2Bandar,-,17,,
33.25.02.2001,,,,,,1 Tombo,,
33.25.02.2002,,,,,,2 Wonomerto,,
33.25.02.2003,,,,,,3 Wonodadi,,
33.25.02.2004,,,,,,4 Pesalakan,,
33.25.02.2005,,,,,,5 Binangun,,
33.25.02.2006,,,,,,6 Sidayu,,
33.25.02.2007,,,,,,7 Toso,,
,,,,,,Siguci,,"Menjadi wil. Kec. Pecalungan, Perda No. 7/2004"
,,,,,,Pretek,,"Menjadi wil. Kec. Pecalungan, Perda No. 7/2004"
33.25.02.2010,,,,,,8 Kluwih,,
33.25.02.2011,,,,,,9 Wonokerto,,
33.25.02.2012,,,,,,10 Bandar,,
33.25.02.2013,,,,,,11 Tumbrep,,
33.25.02.2014,,,,,,12 Tambahrejo,,
33.25.02.2015,,,,,,13 Puncanggading,,
33.25.02.2016,,,,,,14 Candi,,
,,,,,,Manggis,,Menjadi wil. Kec. Tulis Perda No. 7/2004
,,,,,,,,
