NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,16.09.09,9 Buay Pemaca,,,,,,22,,,
,16.09.10,10 Kisam Tinggi,,,,,,19,,,Perda No. 14/2006
,16.09.11,11 Kisam Ilir,,,,,,9,,,Perda No. 14/2006
,16.09.12,12 Buay Pematang Ribu Ranau Tengah,,,,,1,21,,,Perda No. 14/2006
,16.09.13,13 Warkuk Ranau Selatan,,,,,,16,,,Perda No. 14/2006
,16.09.14,14 Runjung Agung,,,,,,9,,,Perda No. 14/2006
,16.09.15,15 Sungai Are,,,,,,9,,,Perda No. 14/2006
,16.09.16,16 Sindang Danau,,,,,,7,,,Perda No. 14/2006
,16.09.17,17 Buana Pemaca,,,,,,8,,,Perda No. 19/2007
,16.09.18,18 Tiga Dihaji,,,,,,8,,,Perda No.19/2007
,16.09.19,19 Buay Rawan,,,,,,11,,,Perda No.19/2007
,16.10,10 KAB. OGAN ILIR,Indralaya,,,16,14,227,2.303,429.156,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,16.10.01,1 Muara Kuang,,,,,1,13,,,
,16.10.02,2 Tanjung Batu,,,,,2,19,,,
,16.10.03,3 Tanjung Raja,,,,,4,15,,,
,16.10.04,4 Indralaya,,,,,3,17,,,
,16.10.05,5 Pemulutan,,,,,,25,,,Perda No. 22/2005
,16.10.06,6 Rantau Alai,,,,,,13,,,
,16.10.07,7 Indralaya Utara,,,,,1,15,,,Perda No.22/2005
,16.10.08,8 Indralaya Selatan,,,,,,14,,,Perda No.22/2005
,16.10.09,9 Pemulutan Selatan,,,,,,15,,,Perda No.22/2005
,16.10.10,10 Pemulutan Barat,,,,,,11,,,Perda No.22/2005
,16.10.11,11 Rantau Panjang,,,,,,12,,,Perda No.22/2005
,16.10.12,12 Sungai Pinang,,,,,1,12,,,Perda No.22/2005
,16.10.13,13 Kandis,,,,,,12,,,Perda No.22/2005
,16.10.14,14 Rambang Kuang,,,,,,13,,,Perda No.22/2005
,16.10.15,15 Lubuk Keliat,,,,,,10,,,Perda No.22/2005
,16.10.16,16 Payaraman,,,,,2,11,,,Perda No.22/2005
,16.11,11 KAB. EMPAT LAWANG,Tebing Tinggi,,,10,9,147,2.234,335.368,"UU No. 1/2007.
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,16.11.01,1 Muara Pinang,,,,,,22,,,"Semula wil. Kab. Lahat, UU No.1 / 2007"
,16.11.02,2 Pendopo,,,,,3,16,,,"Semula wil. Kab. Lahat, UU No.1 / 2007"
,16.11.03,3 Ulu Musi,,,,,,14,,,"Semula wil. Kab. Lahat, UU No.1 / 2007"
