K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63.02.07.2017,,,,,,9 Bumi Asih,,
63.02.08,,,,8Kelumpang Hulu,-,10,,
63.02.08.2001,,,,,,1 Cantung Kiri Hilir,,
63.02.08.2002,,,,,,2 Karang Payau,,
63.02.08.2003,,,,,,3 Banua Lawas,,
63.02.08.2004,,,,,,4 Sungai Kupang,,"Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan dan
Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama Desa Kab.
Kotabaru Tgl.24 Maret 2016"
63.02.08.2005,,,,,,5 Bangkalaan Melayu,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
63.02.08.2006,,,,,,6 Bangkalaan Dayak,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
63.02.08.2007,,,,,,7 Laburan,,
63.02.08.2008,,,,,,8 Karang Liwar,,
63.02.08.2009,,,,,,9 Mangkirana,,
63.02.08.2010,,,,,,10 Sidomulyo,,
63.02.09,,,,9Kelumpang Tengah,-,13,,
63.02.09.2001,,,,,,1 Tanjung Batu,,"Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan dan
Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama Desa Kab.
Kotabaru Tgl.24 Maret 2016"
63.02.09.2002,,,,,,2 Sungai Punggawa,,"Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan dan
Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama Desa Kab.
Kotabaru Tgl.24 Maret 2016"
63.02.09.2003,,,,,,3 Tanah Rata,,
63.02.09.2004,,,,,,4 Sebuli,,
63.02.09.2005,,,,,,5 Sembilang,,
63.02.09.2006,,,,,,6 Tamiang Bakung,,
63.02.09.2007,,,,,,7 Sang-Sang,,
,,,,,,Siayuh,,"Menjadi wil. Kec. Kelumpang Barat, Perda No. 10/2003"
,,,,,,Bungkukan,,"Menjadi wil. Kec. Kelumpang Barat, Perda No. 10/2003"
,,,,,,Batang Kulur,,"Menjadi wil. Kec. Kelumpang Barat, Perda No. 10/2003"
63.02.09.2011,,,,,,8 Sungai Pinang,,"Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan dan
Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama Desa Kab.
Kotabaru Tgl.24 Maret 2016"
63.02.09.2012,,,,,,9 Tanjung Selayar,,"Perbaikan Nama sesuai lampiran Kepala badan pemberdayaan dan
Pemerintahan Desa, Ringkasan Klarfikasi/Perbaikan Nama Desa Kab.
Kotabaru Tgl.24 Maret 2016"
63.02.09.2013,,,,,,10 Senakin Seberang,,
63.02.09.2014,,,,,,11 Senakin,,
,,,,,,Tanjung Sari,,"Menjadi wil. Kec. Kelumpang Barat, Perda No. 10/2003"
63.02.09.2016,,,,,,12 Tebing Tinggi,,
63.02.09.2017,,,,,,13 Geronggang,,Perda No.14/2008
63.02.10,,,,10Kelumpang Utara,-,7,,
,,,,,,,,
