K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.03.02.2017,,,,,,17 Kembung Baru,,"Pemekaran sebagian Desa Kembung Luar, Perda No.9/2012,
Perbaikan nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.02.2018,,,,,,18 Pasiran,,"Pemekaran sebagian Desa Bantan Tua, Perda No. 9/2012"
14.03.02.2019,,,,,,19 Bantan Sari,,"Pemekaran sebagian Desa Bantan Air, Perda No.9/2012, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.03.02.2020,,,,,,20 Bantan Timur,,"Pemekaran sebagian Desa Bantan Air, Perda No. 9/2012"
14.03.02.2021,,,,,,21 Teluk Papal,,"Pemekaran sebagian Desa Bantan Air, Perda No. 9/2012, Perbaikan
Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup thn"
14.03.02.2022,,,,,,22 Muntai Barat,,"Pemekaran sebagian Desa Muntai, Perda No. 9/2012"
14.03.02.2023,,,,,,23 Deluk,,"Pemekaran sebagian Desa Jangkang, Perda No. 9/2012"
14.03.03,,,,3Bukit Batu,1,9,,
14.03.03.2001,,,,,,1 Sejangat,,
14.03.03.2002,,,,,,2 Dompas,,
14.03.03.2003,,,,,,3 Pangkalan Jambi,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.03.03.2004,,,,,,4 Sungai Selari,,"Perbaikan Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup thn 2020"
14.03.03.2005,,,,,,5 Buruk Bakul,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.03.03.2006,,,,,,6 Bukit Batu,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.03.03.2007,,,,,,7 Sukajadi,,
,,,,,,Paritsatuapi-api,,"Menjadi wil Kec. Bandar Laksamana, Perda No. 6/2015"
,,,,,,Temiang,,"Menjadi wil Kec. Bandar Laksamana, Perda No. 6/2015"
14.03.03.1010,,,,,1Sungai Pakning,,,"Perbaikan Spasi, Berdasarka Ketua KPU Bengkalis No Surat
21/PL.01.4-KPU.KAB/II/2020 tgl 11 Feb 2020 hal Validasi Data nama
Kel dan Desa Se-Kab Bengkalis guna Pelaksanaan Pemilihan Bup dan
Wakli Bup thn 2020"
,,,,,,Api-Api,,"Menjadi wil Kec. Bandar Laksamana, Perda No. 6/2015"
,,,,,,Tenggayun,,"Menjadi wil Kec. Bandar Laksamana, Perda No. 6/2015,"
,,,,,,Sepahat,,"Menjadi wil Kec. Bandar Laksamana, Perda No. 6/2015,"
,,,,,,,,
