K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.06.14.2013,,,,,,13 Tanon,,
35.06.14.2014,,,,,,14 Srikaton,,
35.06.14.2015,,,,,,15 Kepuh,,
35.06.14.2016,,,,,,16 Sukomoro,,
35.06.14.2017,,,,,,17 Puhjajar,,
35.06.15,,,,15Purwoasri,-,23,,
35.06.15.2001,,,,,,1 Jantok,,
35.06.15.2002,,,,,,2 Pesing,,
35.06.15.2003,,,,,,3 Mranggen,,
35.06.15.2004,,,,,,4 Purwoasri,,
35.06.15.2005,,,,,,5 Wonotengah,,
35.06.15.2006,,,,,,6 Ketawang,,
35.06.15.2007,,,,,,7 Belor,,
35.06.15.2008,,,,,,8 Blawe,,
35.06.15.2009,,,,,,9 Pandansari,,
35.06.15.2010,,,,,,10 Purwodadi,,
35.06.15.2011,,,,,,11 Bulu,,
35.06.15.2012,,,,,,12 Tugu,,
35.06.15.2013,,,,,,13 Sidomulyo,,
35.06.15.2014,,,,,,14 Klampitan,,
35.06.15.2015,,,,,,15 Woromarto,,
35.06.15.2016,,,,,,16 Muneng,,
35.06.15.2017,,,,,,17 Merjoyo,,
35.06.15.2018,,,,,,18 Mekikis,,
35.06.15.2019,,,,,,19 Karangpakis,,
35.06.15.2020,,,,,,20 Dayu,,
35.06.15.2021,,,,,,21 Dawuhan,,
35.06.15.2022,,,,,,22 Kempleng,,
35.06.15.2023,,,,,,23 Sumberjo,,
35.06.16,,,,16Plemahan,-,17,,
35.06.16.2001,,,,,,1 Langenharjo,,
35.06.16.2002,,,,,,2 Tegowangi,,
35.06.16.2003,,,,,,3 Puhjarak,,
35.06.16.2004,,,,,,4 Mejono,,
35.06.16.2005,,,,,,5 Payaman,,
35.06.16.2006,,,,,,6 Bogokidul,,
35.06.16.2007,,,,,,7 Kayen Lor,,"Koreksi nama Srt pemprov no 140/9013/011/2017 tgl 12 Mei 2017
dan Srt Pemdes No No 146/3672/BPD tgl 21 Juni 2017"
35.06.16.2008,,,,,,8 Wonokerto,,
35.06.16.2009,,,,,,9 Ngino,,
,,,,,,,,
