Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
63.04.40012,Pulau Tempurung,,"03°25'50.99"" S 114°30'51.99"" T",TBP
63.04.40013,Pulau Anyar Hilir,,"03°09'30.65"" S 114°34'24.91"" T",
63.10,KAB. TANAH BUMBU,8,,
63.10.40001,Pulau Anak Suwangi,,"03°26'19.00"" S 116°02'11.00"" T",TBP
63.10.40002,Pulau Burung,,"03°22'49.00"" S 116°02'07.00"" T",BP
63.10.40003,Pulau Hantu,,"03°23'17.99"" S 116°02'25.00"" T",TBP
63.10.40004,Pulau Sungaidua,,"03°19'13.00"" S 116°03'54.14"" T",TBP
63.10.40005,Pulau Suraja Syarif Ali,,"03°43'20.48"" S 115°39'55.25"" T",TBP
63.10.40006,Pulau Suwangi,,"03°26'22.99"" S 116°01'41.00"" T",BP
63.10.40007,Pulau Tampakan,,"03°21'58.00"" S 116°03'46.00"" T",TBP
63.10.40008,Pulau Tanjung,,"03°34'58.92"" S 115°53'58.92"" T",BP
63.71,KOTA BANJARMASIN,2,,
63.71.40001,Pulau Basirih,,"03°20'35.26"" S 114°33'27.78"" T",BP
63.71.40002,Pulau Bromo,,"03°20'40.99"" S 114°32'51.00"" T",BP
Jumlah Pulau Provinsi KALIMANTAN SELATAN,,165,,
