K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.08.04.2067,,,,,,67 Buket Mee LT,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.04.2068,,,,,,68 Ulee Tanoh,,
11.08.04.2069,,,,,,69 Buket Krueng,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.08.04.2070,,,,,,70 Ulee Gunong,,
11.08.04.2071,,,,,,71 Lhok Seuntang,,
11.08.04.2072,,,,,,72 Alue Itam Baroh,,
11.08.04.2073,,,,,,73 Mata Ie,,
11.08.04.2074,,,,,,74 Rawa,,
11.08.04.2075,,,,,,75 Buket Hagu,,
11.08.05,,,,5Matangkuli,-,49,,
11.08.05.2001,,,,,,1 Keude Matangkuli,,
11.08.05.2002,,,,,,2 Ude,,
11.08.05.2003,,,,,,3 Blang Matangkuli,,
11.08.05.2004,,,,,,4 Rayeuk Matangkuli,,
11.08.05.2005,,,,,,5 Tumpok Perlak,,
11.08.05.2006,,,,,,6 Ujong Kulam,,
11.08.05.2007,,,,,,7 Tanjong Teungku Ali,,
11.08.05.2008,,,,,,8 Rayeuk Glang Glong,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.05.2009,,,,,,9 Punti Geulumpang VII,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.05.2010,,,,,,10 Geulumpang VII,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.05.2011,,,,,,"11 Teungoh Glumpang
VII",,
11.08.05.2012,,,,,,12 Aron Geulumpang VII,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.05.2013,,,,,,13 Matang Munye,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.05.2014,,,,,,14 Parang Sikureung,,
11.08.05.2015,,,,,,15 Baro,,
11.08.05.2016,,,,,,16 Mee,,
11.08.05.2017,,,,,,"17 Tanjong Babah
Krueng",,
11.08.05.2018,,,,,,18 Punti Matangkuli,,
11.08.05.2019,,,,,,19 Teupin Keubeu,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
