K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15.06.08.2008,,,,,,7 Tanah Tumbuh,,"Pemekaran sebagian Kel. Lubuk Kambing, Perda No.
20/2011,perbaikan nama sesuai surat bup Tanjung Jabung Barat No
141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.08.2009,,,,,,8 Sungai Paur,,"Pemekaran sebagian Kel. Lubuk Kambing, Perda No.
20/2011,perbaikan nama sesuai surat bup Tanjung Jabung Barat No
141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.08.2010,,,,,,9 Bukit Bakar,,"Pemekaran sebagian Kel. Lubuk Kambing, Perda No.
20/2011,perbaikan nama sesuai surat bup Tanjung Jabung Barat No
141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.09,,,,9Muara Papalik,1,9,,Perda No. 8/2008
15.06.09.1001,,,,,1Rantau Badak,,,"Semula wil. Kec. Merlung, menjadi Kel."
15.06.09.2002,,,,,,1 Dusun Mudo,,Semula wil. Kec. Merlung
15.06.09.2003,,,,,,2 Intan Jaya,,Semula wil. Kec. Merlung
15.06.09.2004,,,,,,3 Bukit Indah,,Semula wil. Kec. Merlung
15.06.09.2005,,,,,,4 Kemang Manis,,Semula wil. Kec. Merlung
15.06.09.2006,,,,,,5 Rantau Badak Lamo,,"Pemekaran sebagian Kel. Rantau Badak, Perda No. 14/2011"
15.06.09.2007,,,,,,6 Lubuk Sebontan,,"Pemekaran sebagian Desa Dusun Mudo, Perda No. 14/2011"
15.06.09.2008,,,,,,7 Sungai Papauh,,"Pemekaran sebagian Desa Intan Jaya, Perda No. 14/2011,perbaikan
nama sesuai surat bup Tanjung Jabung Barat No
141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.09.2009,,,,,,8 Sungai Muluk,,"Pemekaran sebagian Desa Bukit Indah, Perda No. 14/2011,perbaikan
nama sesuai surat bup Tanjung Jabung Barat No
141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.09.2010,,,,,,9 Pematang Balam,,"Pemekaran sebagian Desa Kemang Manis, Perda No. 14/2011"
15.06.10,,,,10Seberang Kota,1,7,,Perda No. 8/2008
15.06.10.1001,,,,,1Tungkal V,,,"Semula wil. Kec. Tungkal Ilir, menjadi Kel."
15.06.10.2002,,,,,,1 Tungkal IV Desa,,Semula wil. Kec. Tungkal Ilir
15.06.10.2003,,,,,,2 Kuala Baru,,Semula wil. Kec. Tungkal Ilir
15.06.10.2004,,,,,,3 Teluk Pulai Raya,,"Semula wil. Kec. Tungkal Ilir,perbaikan nama sesuai surat bup Tanjung
Jabung Barat No 141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat
Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.10.2005,,,,,,4 Mekar Alam,,"Pemekaran sebagian Kel. Tungkal V, Perda No. 24/2011"
15.06.10.2006,,,,,,5 Harapan Jaya,,"Pemekaran sebagian Kel. Tungkal V, Perda No. 24/2011"
15.06.10.2007,,,,,,6 Kuala Kahar,,"Pemekaran sebagian Kel. Tungkal V, Perda No. 24/2011"
15.06.10.2008,,,,,,7 Muara Seberang,,"Pemekaran sebagian Desa Kuala Baru, Perda No. 24/2011,perbaikan
nama sesuai surat bup Tanjung Jabung Barat No
141/812/BAPD/PMD/2021 tgl 15 April 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
15.06.11,,,,11Bram Itam,1,9,,Perda No. 8/2008
15.06.11.1001,,,,,1Bram Itam Kiri,,,"Semula wil. Kec.Tungkal Ilir, menjadi Kel."
,,,,,,,,
