Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.71.40225,Pulau Malangorang,,"00°37'35.69"" U 104°04'35.60"" T",
21.71.40226,Pulau Mamat,,"01°03'29.99"" U 103°48'45.00"" T",TBP
21.71.40227,Pulau Manek,,"01°07'58.00"" U 103°50'26.99"" T",TBP
21.71.40228,Pulau Manis,,"01°07'39.00"" U 103°52'37.99"" T",TBP
21.71.40229,Pulau Mariam,,"01°08'32.87"" U 103°50'02.67"" T",TBP
21.71.40230,Pulau Mat Aim,,"01°05'37.61"" U 103°51'22.71"" T",TBP
21.71.40231,Pulau Mat Belanda,,"01°09'07.99"" U 103°52'54.00"" T",BP
21.71.40232,Pulau Mata Hitam,,"00°54'45.10"" U 103°56'49.99"" T",
21.71.40233,Pulau Matang,,"01°00'36.00"" U 104°08'25.00"" T",BP
21.71.40234,Pulau Mecan,,"01°07'18.00"" U 103°50'17.00"" T",BP
21.71.40235,Pulau Melawa,,"01°08'34.79"" U 103°53'02.79"" T",BP
21.71.40236,Pulau Melinik,,"00°44'08.00"" U 104°11'15.00"" T",TBP
21.71.40237,Pulau Melintang,,"01°03'02.99"" U 103°53'26.99"" T",TBP
21.71.40238,Pulau Melon,,"01°05'45.75"" U 103°52'55.73"" T",TBP
21.71.40239,Pulau Melor,,"00°44'22.99"" U 104°10'50.99"" T",TBP
21.71.40240,Pulau Melor Besar,,"00°44'19.00"" U 104°10'57.00"" T",TBP
21.71.40241,Pulau Mencaras,,"00°58'29.24"" U 104°10'35.68"" T",TBP
21.71.40242,Pulau Mengkada,,"00°59'19.00"" U 103°57'38.00"" T",TBP
21.71.40243,Pulau Mengkudu,,"01°06'33.99"" U 103°54'04.00"" T",TBP
21.71.40244,Pulau Menjing,,"01°00'38.00"" U 104°08'44.99"" T",TBP
21.71.40245,Pulau Mentiang,,"01°07'57.70"" U 103°59'18.18"" T",TBP
21.71.40246,Pulau Mentigi Besar,,"00°36'12.96"" U 104°05'53.74"" T",TBP
21.71.40247,Pulau Mentigi Kecil,,"00°36'07.60"" U 104°05'54.35"" T",TBP
21.71.40248,Pulau Mentima,,"00°57'13.00"" U 104°02'01.00"" T",TBP
21.71.40249,Pulau Meregah,,"01°01'13.00"" U 104°07'12.00"" T",TBP
21.71.40250,Pulau Meriam,,"01°09'00.63"" U 103°54'21.00"" T",BP
21.71.40251,Pulau Meriam,,"00°31'17.29"" U 104°17'30.09"" T",
21.71.40252,Pulau Moimoi,,"00°59'30.99"" U 104°07'25.00"" T",TBP
21.71.40253,Pulau Montoh,,"01°06'20.10"" U 103°51'37.45"" T",TBP
21.71.40254,Pulau Montoh,,"01°06'20.49"" U 103°51'55.80"" T",
21.71.40255,Pulau Mubut Darat,,"00°49'07.00"" U 104°16'52.72"" T",TBP
21.71.40256,Pulau Mubut Laut,,"00°49'11.16"" U 104°17'52.62"" T",BP
21.71.40257,Pulau Mumbang,,"01°03'52.89"" U 103°53'37.50"" T",
21.71.40258,Pulau Nanga,,"00°40'18.00"" U 104°18'24.00"" T",BP
21.71.40259,Pulau Nangka,,"00°58'39.33"" U 103°49'17.80"" T",TBP
21.71.40260,Pulau Nangka,,"00°57'59.29"" U 103°48'56.70"" T",
21.71.40261,Pulau Ngenang,,"01°00'23.00"" U 104°10'05.00"" T",BP
21.71.40262,Pulau Nguan,,"00°39'07.99"" U 104°14'13.99"" T",BP
21.71.40263,Pulau Nibung,,"00°57'28.00"" U 103°58'14.00"" T",TBP
21.71.40264,Pulau Nibung,,"00°57'40.77"" U 104°02'25.81"" T",TBP
