K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
93.04.15.2002,,,,,,2 Hahare,,
93.04.15.2003,,,,,,3 Aikut,,
93.04.15.2004,,,,,,4 Sanem,,
93.04.15.2005,,,,,,5 Kaipom,,
93.04.15.2006,,,,,,6 Airo Sapem,,"Perbaikan nama desa/kampung semula Sapen menjadi Airo Sapem,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.15.2007,,,,,,7 Simipit,,
93.04.15.2008,,,,,,8 Heiyaram,,
93.04.15.2009,,,,,,9 Wagasu,,
93.04.15.2010,,,,,,10 Sasime,,
93.04.16,,,,16Safan,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.04.16.2001,,,,,,1 Primapun,,
93.04.16.2002,,,,,,2 Aworket,,"Perbaikan nama desa/kampung semula Aworkey menjadi Aworket,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.16.2003,,,,,,3 Saman,,
93.04.16.2004,,,,,,4 Bayun,,
93.04.16.2005,,,,,,5 Semendoro,,"Perbaikan nama desa/kampung semula Samendoro menjadi
Semendoro sesuai Perda No.5/2012."
93.04.16.2006,,,,,,6 Tareo,,"Perbaikan nama desa/kampung semula Tereo menjadi Tareo, sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.16.2007,,,,,,7 Kayirim,,"Perbaikan nama desa/kampung semula Kagirim menjadi Kayirim,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.16.2008,,,,,,8 Santambor,,"Perbaikan nama desa/kampung semula Santabor menjadi Santambor,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.16.2009,,,,,,9 Yaptambor,,
93.04.16.2010,,,,,,10 Simsagar,,
93.04.16.2011,,,,,,11 Itersok,,"Perbaikan nama desa/kampung semula Jitorsok menjadi Itersok sesuai
Perda No.5/2012."
93.04.16.2012,,,,,,12 Emene,,
93.04.17,,,,17Sirets,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.04.17.2001,,,,,,1 Yausakor,,"Perbaikan nama desa/kampung semula Yaosakor menjadi Yausakor,
sesuai:
Perda No.5/2012; dan
BA No.35/TopoII/IX/2022 Tanggal 9 September 2022."
93.04.17.2002,,,,,,2 Damen,,
