K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.14,KAB. ACEH JAYA,,,9,0,172,"3.872,352","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.14.01,,,,1Teunom,-,22,,
11.14.01.2001,,,,,,1 Keude Teunom,,
11.14.01.2002,,,,,,2 Alue Ambang,,
11.14.01.2003,,,,,,3 Padang Kleng,,
11.14.01.2004,,,,,,4 Panton,,
11.14.01.2005,,,,,,5 Pasi Tulak Bala,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.14.01.2006,,,,,,6 Gampong Baro,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.14.01.2007,,,,,,7 Rambong Payong,,
11.14.01.2008,,,,,,8 Pasi Pawang,,
11.14.01.2009,,,,,,9 Blang Baro,,
11.14.01.2010,,,,,,10 Tanoh Anoe,,
11.14.01.2011,,,,,,11 Tanoh Manyang,,
11.14.01.2012,,,,,,12 Batee Roo,,
11.14.01.2013,,,,,,13 Seuneubok Padang,,
11.14.01.2014,,,,,,14 Seumira,,
11.14.01.2015,,,,,,15 Kubu,,
11.14.01.2016,,,,,,16 Alue Meuraksa,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.14.01.2017,,,,,,17 Paya Baro,,
11.14.01.2018,,,,,,18 Teupin Ara,,
11.14.01.2019,,,,,,19 Cot Trap,,
11.14.01.2020,,,,,,20 Leung Gayo,,
11.14.01.2021,,,,,,21 Pasi Geulima,,
11.14.01.2022,,,,,,22 Pasi Timon,,
,,,,,,Pasi Teubee,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Timpleng,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Krueng Beukah,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Tuwi Kareung,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Lhok Guci,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Bintah,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Alue Krueng,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,Pulo Tinggi,,Menjadi wil Kec. Pasie Raya Perda No. 3/2011
,,,,,,,,
