K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74,SULAWESI TENGGARA,,,,,,,
74.05,KAB. KONAWE SELATAN,,,25,15,336,"4.237,741","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
74.05.01,,,,1Tinanggea,2,22,,
74.05.01.1001,,,,,1Tinanggea,,,
74.05.01.1002,,,,,2Ngapaah,,,
74.05.01.2003,,,,,,1 Lapoa,,
,,,,,,Lambodi Jaya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Atari Jaya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2006,,,,,,2 Asingi,,
74.05.01.2007,,,,,,3 Watu Melewe,,
,,,,,,Mokupa Jaya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2009,,,,,,4 Wadonggo,,
74.05.01.2010,,,,,,5 Bungin Permai,,
,,,,,,Lambandia,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Atari Indah,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Kapuwila,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2014,,,,,,6 Palotawo,,
,,,,,,Puunangga,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Teteinea Jaya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Puurema Subur,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Lelembu Jaya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2019,,,,,,7 Lalonggasu,,
74.05.01.2020,,,,,,8 Molo Indah,,"Perbaikan nama desa semula Moolo Indah menjadi Molo Indah, sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.01.2021,,,,,,9 Telutu Jaya,,
,,,,,,Sukamukti,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2023,,,,,,10 Torokeku,,
74.05.01.2024,,,,,,11 Lapulu,,
,,,,,,Potuho,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
,,,,,,Mondoke,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2027,,,,,,12 Roraya,,
,,,,,,Sumber Jaya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2029,,,,,,13 Lanowulu,,
74.05.01.2030,,,,,,14 Lalo Watu,,
,,,,,,Merongga Raya,,"Menjadi wil. Kec. Lalembuu, Perda No. 6/2006"
74.05.01.2032,,,,,,15 Tatangge,,"Pemekaran Desa Lanowulu Perda No. 3/2009, PMD"
,,,,,,,,
