K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Sifala Ete,,Semula wil. Kec. Gido
,,,,,,Hilimbawo Desolo,,Semula wil. Kec. Gido
,,,,,,Dahana,,Semula wil. Kec. Gido
,,,,,,Tuhegeo I,,Semula wil. Kec. Gido
,,,,,,Simanaere,,Semula wil. Kec. Gido
,,,,,,Humene,,Semula wil. Kec. Gido
,,,,,,Siwalu Banua II,,Semula wil. Kec. Gido
,,,,,,Tuhegeo II,,Semula wil. Kec. Lalafitu Moi
,,,,,,Samasi,,Semula wil. Kec. Lalafitu Moi
,,,,,,Ombolata,,Semula wil. Kec. Lalafitu Moi
,,,,,,Onowaembo,,Semula wil. Kec. Lalafitu Moi
,,,,Mandrehe Utara,,,,"Perda No. 5/2005, Menjadi wil. Kab. Nias Barat, UU No. 46/2008"
,,,,,,Balodano,,Semula wil. Kec. Mandrehe
,,,,,,Hiambanua,,Semula wil. Kec. Mandrehe
,,,,,,Hilimato,,Semula wil. Kec. Mandrehe
,,,,,,Sihare'o,,Semula wil. Kec. Mandrehe
,,,,,,Lolomboli,,Semula wil. Kec. Mandrehe
,,,,,,Ononamolo I,,Semula wil. Kec. Mandrehe
,,,,,,Hilimbaruzo,,Semula wil. Kec. Mandrehe
,,,,,,Tarahoso,,Semula wil. Kec. Mandrehe
,,,,,,Ononamolo II,,Semula wil. Kec. Mandrehe
,,,,,,Taraha,,Semula wil. Kec. Mandrehe
,,,,,,Lahabu,,Semula wil. Kec. Mandrehe
,,,,,,Hilimbowo,,Semula wil. Kec. Mandrehe
,,,,Gunungsitoli Alo'oa,,,,"Perda No. 5/2005, Menjadi wil. Kota Gunungsitoli, UU No. 47/2008"
,,,,,,Lololawa,,"Semula, wil. Kec. Gunung Sitoli"
,,,,,,Fadoro You,,"Semula, wil. Kec. Hiliduho"
,,,,,,Tarakhaini,,"Semula, wil. Kec. Hiliduho"
,,,,,,Irano Lase,,"Semula, wil. Kec. Hiliduho"
,,,,,,Nazalou Alo'oa,,"Semula, wil. Kec. Hiliduho"
,,,,,,Niko'otano Dao,,"Semula, wil. Kec. Hiliduho"
,,,,,,Fadoro Hilimbowo,,"Semula, wil. Kec. Hiliduho"
,,,,,,Lolo,,
,,,,,,Orahili Tanose'o,,
12.04.20,,,,5Hiliserangkai,-,15,,Perda No. 5/2005.
12.04.20.2001,,,,,,1 Fadoro Hunogoa,,"Semula, wil. Kec. Hiliduho"
12.04.20.2002,,,,,,2 Lolofaoso Lalai,,"Semula, wil. Kec. Hiliduho"
12.04.20.2003,,,,,,3 Fulolo Lalai,,"Semula, wil. Kec. Hiliduho"
12.04.20.2004,,,,,,4 Lawa-Lawa,,"Semula, wil. Kec. Hiliduho"
12.04.20.2005,,,,,,5 Lalai I/II,,"Semula, wil. Kec. Hiliduho"
