K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.72,KOTA SUKABUMI,,,7,33,0,"48,314","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.72.01,,,,1Gunung Puyuh,4,-,,"Perbaikan nama kecamatan semula Gunungpuyuh menjadi Gunung
Puyuh, sesuai:
Surat Sekda Kota Sukabumi No. PU.02.01/271/Pem tanggal 29
Agustus 2022; dan
Perda Kota Sukabumi No. 15/2000."
32.72.01.1001,,,,,1Gunung Puyuh,,,
32.72.01.1002,,,,,2Karamat,,,
32.72.01.1003,,,,,3Sriwidari,,,
32.72.01.1004,,,,,4Karang Tengah,,,
32.72.02,,,,2Cikole,6,-,,
32.72.02.1001,,,,,1Cikole,,,
32.72.02.1002,,,,,2Selabatu,,,
32.72.02.1003,,,,,3Gunung Parang,,,"Perbaikan nama kelurahan semula Gunungparang menjadi Gunung
Parang, sesuai:
Surat Sekda Kota Sukabumi No. PU.02.01/271/Pem tanggal 29 Agustus
2022; dan
Perda Kota Sukabumi No. 15/2000."
32.72.02.1004,,,,,4Kebonjati,,,Perda 15/2000
32.72.02.1005,,,,,5Cisarua,,,
32.72.02.1006,,,,,6Subangjaya,,,
32.72.03,,,,3Citamiang,5,-,,
32.72.03.1001,,,,,1Citamiang,,,
32.72.03.1002,,,,,2Tipar,,,
32.72.03.1003,,,,,3Nanggeleng,,,
32.72.03.1004,,,,,4Gedong Panjang,,,"Perbaikan nama kelurahan semula Gedongpanjang menjadi Gedong
Panjang, sesuai:
Surat Sekda Kota Sukabumi No. PU.02.01/271/Pem tanggal 29 Agustus
2022; dan
Perda Kota Sukabumi No. 15/2000."
32.72.03.1005,,,,,5Cikondang,,,
32.72.04,,,,4Warudoyong,5,-,,
32.72.04.1001,,,,,1Warudoyong,,,
32.72.04.1002,,,,,2Nyomplong,,,
32.72.04.1003,,,,,3Dayeuhluhur,,,
32.72.04.1004,,,,,4Sukakarya,,,
32.72.04.1005,,,,,5Benteng,,,
32.72.05,,,,5Baros,4,-,,
32.72.05.1001,,,,,1Baros,,,
