K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
52.04.06.2002,,,,,,2 Labuhan Bajo,,
52.04.06.2003,,,,,,3 Pukat,,
52.04.06.2004,,,,,,4 Orong Bawa,,
52.04.06.2005,,,,,,5 Jorok,,
52.04.06.2006,,,,,,6 Motong,,
52.04.06.2007,,,,,,7 Tengah,,
52.04.06.2008,,,,,,8 Sabedo,,"Perbaikan nama desa semula Sebedo menjadi Sabedo, sesuai:
Surat Gubernur Provinsi Nusa Tenggara Barat
No.120/390/Pem&Otda/2022 Tanggal 31 Agustus 2022; dan
BA Verifikasi dan Pemutakhiran Data Desa di Kabupaten Sumbawa
No.140/403/DPMD/2022 Tanggal 25 Agustus 2022."
,,,,,,Rhee,,Menjadi wil. Kec. Rhee
,,,,,,Sampe,,Menjadi wil. Kec. Rhee
,,,,,,Luk,,Menjadi wil. Kec. Rhee
52.04.06.2012,,,,,,9 Bale Brang,,
,,,,,,Rhee Loka,,Menjadi wil. Kec. Rhee
52.04.07,,,,4Batu Lanteh,-,6,,
52.04.07.2001,,,,,,1 Batu Rotok,,
52.04.07.2002,,,,,,2 Tangkam Pulit,,
52.04.07.2003,,,,,,3 Bao Desa,,
52.04.07.2004,,,,,,4 Tepal,,
52.04.07.2005,,,,,,5 Batu Dulang,,
52.04.07.2006,,,,,,6 Kelungkung,,
52.04.08,,,,5Sumbawa,8,-,,
52.04.08.1001,,,,,1Samapuin,,,
52.04.08.1002,,,,,2Brang Bara,,,
52.04.08.1003,,,,,3Pekat,,,
52.04.08.1004,,,,,4Seketeng,,,
52.04.08.1005,,,,,5Bugis,,,
52.04.08.1006,,,,,6Lempeh,,,
52.04.08.1007,,,,,7Brang Biji,,,
52.04.08.1008,,,,,8Uma Sima,,,
,,,,,,Pelat,,Menjadi wil. Kec. Unterwiris
,,,,,,Kerekeh,,Menjadi wil. Kec. Unterwiris
,,,,,,Boak,,Menjadi wil. Kec. Unterwiris
,,,,,,Jorok,,Menjadi wil. Kec. Unterwiris
,,,,,,Kerato,,Menjadi wil. Kec. Unterwiris
52.04.09,,,,6Moyo Hilir,-,10,,
52.04.09.2001,,,,,,1 Moyo,,
52.04.09.2002,,,,,,2 Kakiang,,
52.04.09.2003,,,,,,3 Ngeru,,
