NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,73.15,15 KAB. PINRANG,Pinrang,,,12,40,69,1.897,409.089,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.15.01,1 Mattiro Sompe,,,,,2,7,,,"Perbaikan nama kec. semula Matirro Sompe menjadi Mattiro Sompe,
sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
,73.15.02,2 Suppa,,,,,2,8,,,
,73.15.03,3 Mattiro Bulu,,,,,2,7,,,
,73.15.04,4 Watang Sawitto,,,,,8,,,,"Perbaikan nama kec. semula Watang Sawito menjadi Watang Sawitto,
sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
,73.15.05,5 Patampanua,,,,,4,7,,,
,73.15.06,6 Duampanua,,,,,5,10,,,
,73.15.07,7 Lembang,,,,,2,14,,,
,73.15.08,8 Cempa,,,,,1,6,,,
,73.15.09,9 Tiroang,,,,,6,,,,
,73.15.10,10 Lanrisang,,,,,1,6,,,"perbaikan nama dari Lansirang menjadi Lanrisang,surat sekda Prov No
229/II/PEM-OTDA/2020 tgl 27 Februari 2020"
,73.15.11,11 Paleteang,,,,,6,,,,
,73.15.12,12 Batulappa,,,,,1,4,,,"Perbaikan nama kec. semula Batu Lappa menjadi Batulappa, sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
,73.16,16 KAB. ENREKANG,Enrekang,,,12,17,112,1.807,228.554,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.16.01,1 Maiwa,,,,,1,21,,,
,73.16.02,2 Enrekang,,,,,6,12,,,
,73.16.03,3 Baraka,,,,,3,12,,,
,73.16.04,4 Anggeraja,,,,,3,12,,,
,73.16.05,5 Alla,,,,,3,5,,,
,73.16.06,6 Bungin,,,,,,6,,,"Perubahan Nama Kec. Maiwa Atas, Perda No.5/2002"
,73.16.07,7 Cendana,,,,,,7,,,"Perubahan Nama Kec. Enrekang Selatan, Perda No.4/2002"
,73.16.08,8 Curio,,,,,,11,,,"Perubahan Nama Kec. Alla Timur, Perda No.7/2002"
,73.16.09,9 Malua,,,,,1,7,,,"Perubahan Nama Kec.Anggeraja Timur, Perda No.6/2002"
