K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.06.11.2008,,,,,,8 Salareh Aia Utara,,"Pemekaran sebagian wil. Nagari Salareh Aia, sesuai:
Perda No. 4 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4668/BPD tgl 8 September 2022."
13.06.11.2009,,,,,,9 Salareh Aia Barat,,"Pemekaran sebagian wil. Nagari Salareh Aia, sesuai:
Perda No. 4 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4668/BPD tgl 8 September 2022."
13.06.12,,,,12Sungai Pua,-,5,,
13.06.12.2001,,,,,,1 Padang Laweh,,
13.06.12.2002,,,,,,2 Sungai Pua,,
13.06.12.2003,,,,,,3 Batagak,,
13.06.12.2004,,,,,,4 Batu Palano,,
13.06.12.2005,,,,,,5 Sariak,,
13.06.13,,,,13Ampek Nagari,-,4,,
13.06.13.2001,,,,,,1 Batu Kambing,,
13.06.13.2002,,,,,,2 Sitalang,,
13.06.13.2003,,,,,,3 Bawan,,PMD
13.06.13.2004,,,,,,4 Sitanang,,PMD
13.06.14,,,,14Candung,-,3,,
13.06.14.2001,,,,,,"1 Canduang Koto
Laweh",,
13.06.14.2002,,,,,,2 Lasi,,
13.06.14.2003,,,,,,3 Bukik Batabuah,,
,,,,,,Balai Gurah,,Menjadi wil. Kec. IV Angkat Candung
13.06.15,,,,15Kamang Magek,-,5,,
13.06.15.2001,,,,,,1 Magek,,
13.06.15.2002,,,,,,2 Kamang Hilia,,
13.06.15.2003,,,,,,3 Kamang Mudiak,,
13.06.15.2004,,,,,,"4 Kamang Tangah
Anam Suku",,"Pemekaran sebagian wil. Nagari Kamang Mudiak, sesuai:
Perda No. 4 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4668/BPD tgl 8 September 2022."
13.06.15.2005,,,,,,5 Pauh Kamang Mudiak,,"Pemekaran sebagian wil. Nagari Kamang Mudiak, sesuai:
Perda No. 4 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4668/BPD tgl 8 September 2022."
13.06.16,,,,16Malalak,-,4,,Perda No. 7/2006
13.06.16.2001,,,,,,1 Malalak Utara,,Semula wil. Kec. IV Koto
13.06.16.2002,,,,,,2 Malalak Timur,,Semula wil. Kec. IV Koto
13.06.16.2003,,,,,,3 Malalak Selatan,,Semula wil. Kec. IV Koto
13.06.16.2004,,,,,,4 Malalak Barat,,Semula wil. Kec. IV Koto
