K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18.12.07.2005,,,,,,5 Gunung Sari,,
18.12.07.2006,,,,,,6 Sumber Rejo,,
18.12.07.2007,,,,,,7 Kibang Yekti Jaya,,
18.12.07.2008,,,,,,8 Kibang Tri Jaya,,
18.12.07.2009,,,,,,"9 Gilang Tunggal
Makarta",,
18.12.07.2010,,,,,,10 Kibang Mulya Jaya,,Pemekaran sebagian wil Desa Kibang Yekti Jaya Perda No. 20/2012
18.12.08,,,,8Pagar Dewa,-,6,,Semula wil. Kab. Tulang Bawang
18.12.08.2001,,,,,,1 Pagar Dewa,,
18.12.08.2002,,,,,,"2 Pagar Dewa Suka
Mulya",,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.12.08.2003,,,,,,3 Cahyou Randu,,
18.12.08.2004,,,,,,4 Bujung Dewa,,
18.12.08.2005,,,,,,5 Bujung Sari Marga,,
18.12.08.2006,,,,,,6 Marga Jaya Indah,,"Pemekaran sebagian Desa Mekar Sari Jaya Kec. Lambu Kibang dan
Desa Bujung Dewa Kec. Pagar Dewa, Perda No. 12/2011"
18.12.09,,,,9Batu Putih,-,10,,"Pemekaran sebagian Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2001,,,,,,1 Panca Marga,,"Semula wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2002,,,,,,2 Sido Makmur,,"Pemekaran sebagian Desa Panca Marga, Perda No. 13/2011. Koreksi
nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016, Semula wil
Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2003,,,,,,3 Sakti Jaya,,"Semula wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2004,,,,,,4 Margo Mulya,,"Semula wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2005,,,,,,5 Margo Dadi,,"Pemekaran sebagian wil Desa Margo Mulya Perda No. 22/2012,
Semula wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2006,,,,,,6 Marga Sari,,"Semula wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2007,,,,,,7 Mulyo Sari,,"Pemekaran sebagian wil Desa Marga Sari Perda No. 22/2012, Semula
wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2008,,,,,,8 Toto Katon,,"Semula wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2009,,,,,,9 Toto Makmur,,"Pemekaran sebagian wil Desa Toto Katon Perda No. 22/2012, Semula
wil Kec. Gunung Terang, Perda No. 1/2016"
18.12.09.2010,,,,,,10 Toto Wonodadi,,"Semula wil Kec. Gunung Terang, Perda No. 1/2016"
