K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.07.14.2058,,,,,,"58 Pante Crueng
Tanjong",,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017.
Perbaikan nama desa semula Pante Crung Tanjong menjadi Pante
Crueng Tanjong, sesuai:
Qanun No. 11 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.07.14.2059,,,,,,"59 Cot Keutapang
Tanjong",,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.14.2060,,,,,,60 Siron Tanjong,,
11.07.14.2061,,,,,,61 Mesjid Tanjong,,
11.07.14.2062,,,,,,62 Khang Tanjong,,
11.07.14.2063,,,,,,63 Meuriya Tanjong,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.14.2064,,,,,,64 Pulo Hagu Tanjong,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.15,,,,12Peukan Baro,-,48,,
11.07.15.2001,,,,,,1 Dua Paya,,
11.07.15.2002,,,,,,2 Cot Mulu,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.15.2003,,,,,,3 Dayah Bubue,,
11.07.15.2004,,,,,,4 Tanjong Hagu,,
11.07.15.2005,,,,,,5 Sumboe Buga,,
11.07.15.2006,,,,,,6 Rambayan Kupula,,
11.07.15.2007,,,,,,7 Rambayan Lueng,,
11.07.15.2008,,,,,,8 Cempala Kuneng,,
11.07.15.2009,,,,,,9 Peunayong,,
11.07.15.2010,,,,,,10 Leuhop,,
11.07.15.2011,,,,,,11 Kumbang waido,,
11.07.15.2012,,,,,,12 Gampong waido,,
11.07.15.2013,,,,,,13 Mee Krukon,,
11.07.15.2014,,,,,,14 Mee Lampoih Saka,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.15.2015,,,,,,15 Lueng Guci Rumpong,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.15.2016,,,,,,16 Dayah Seumideun,,
11.07.15.2017,,,,,,17 Mesjid Guci Rumpong,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.15.2018,,,,,,18 Reuba Waido,,
,,,,,,,,
