K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53.08.07.2014,,,,,,14 Mbotulaka,,
53.08.07.2015,,,,,,15 Numba,,Perda No. 4/2004
,,,,,,Numba,,
53.08.07.2017,,,,,,16 Kelitembu,,"Perbaikan nama desa semula Kalitembu menjadi Kelitembu sesuai
Perda No. 4/2004."
53.08.07.2018,,,,,,17 Aelipo,,Perda No. 4/2004
53.08.07.2019,,,,,,18 Ratewati Selatan,,Pemekaran sebagian wil. Desa Ratewati Perda No. 3/2012
53.08.07.2020,,,,,,19 Waka,,Pemekaran sebagian wil. Desa Aemuri Perda No. 3/2012
53.08.07.2021,,,,,,20 Wolooja,,Pemekaran sebagian wil. Desa Fataatu Perda No. 3/2012
53.08.07.2022,,,,,,21 Ekolea,,Pemekaran sebagian wil. Desa Fataatu Perda No. 3/2012
53.08.07.2023,,,,,,22 Ae Ndoko,,Pemekaran sebagian wil. Desa Fataatu Timur Perda No. 3/2012
53.08.08,,,,8Wolowaru,1,16,,
53.08.08.1001,,,,,1Bokasape,,,
53.08.08.2002,,,,,,1 Bokasape Timur,,
,,,,,,Kuru,,Menjadi wil. Kec. Kelimutu
,,,,,,Nduaria,,Menjadi wil. Kec. Kelimutu
,,,,,,Nuamuri,,Menjadi wil. Kec. Kelimutu
,,,,,,Nuamuri Barat,,Menjadi wil. Kec. Kelimutu
,,,,,,Koanara,,Menjadi wil. Kec. Kelimutu
,,,,,,Woloara,,Menjadi wil. Kec. Kelimutu
,,,,,,Pemo,,Menjadi wil. Kec. Kelimutu
53.08.08.2010,,,,,,2 Mbuliloo,,
53.08.08.2011,,,,,,3 Rindiwawo,,
53.08.08.2012,,,,,,4 Jopu,,
53.08.08.2013,,,,,,5 Wolokoli,,
53.08.08.2014,,,,,,6 Mbuliwaralau,,
53.08.08.2015,,,,,,7 Mbuliwaralau Utara,,
53.08.08.2016,,,,,,8 Lisedetu,,
53.08.08.2017,,,,,,9 Nualise,,
53.08.08.2018,,,,,,10 Wolosoko,,
53.08.08.2019,,,,,,11 Liselowobora,,
53.08.08.2020,,,,,,12 Likanaka,,
53.08.08.2021,,,,,,13 Nakambara,,Perda No. 4/2004
53.08.08.2022,,,,,,14 Niramesi,,Perda No. 4/2004
53.08.08.2023,,,,,,15 Tana Lo'o,,Pemekaran sebagian wil. Desa Rindiwawo Perda No. 3/2012
53.08.08.2024,,,,,,16 Lise Pu'u,,Pemekaran sebagian wil. Desa Nualise Perda No. 3/2012
53.08.09,,,,9Wolojita,1,5,,
53.08.09.1001,,,,,1Wolojita,,,
53.08.09.2002,,,,,,1 Tenda,,
53.08.09.2003,,,,,,2 Wiwipemo,,
,,,,,,,,
